"Year","replacecolumns","from","to"
1993,"label_cause","708","ncd_lri"
1994,"label_cause","708","ncd_lri"
1995,"label_cause","708","ncd_lri"
1996,"label_cause","708","ncd_lri"
1997,"label_cause","708","ncd_lri"
1998,"label_cause","708","ncd_lri"
1990,"label_cause","709","ncd_lri"
1991,"label_cause","709","ncd_lri"
1992,"label_cause","709","ncd_lri"
1993,"label_cause","709","ncd_lri"
1994,"label_cause","709","ncd_lri"
1995,"label_cause","709","ncd_lri"
1996,"label_cause","709","ncd_lri"
1997,"label_cause","709","ncd_lri"
1998,"label_cause","709","ncd_lri"
1990,"label_cause","710","ncd_lri"
1991,"label_cause","710","ncd_lri"
1992,"label_cause","710","ncd_lri"
1993,"label_cause","710","ncd_lri"
1994,"label_cause","710","ncd_lri"
1995,"label_cause","710","ncd_lri"
1996,"label_cause","710","ncd_lri"
1997,"label_cause","710","ncd_lri"
1998,"label_cause","710","ncd_lri"
1990,"label_cause","711","ncd_lri"
1991,"label_cause","711","ncd_lri"
1992,"label_cause","711","ncd_lri"
1993,"label_cause","711","ncd_lri"
1994,"label_cause","711","ncd_lri"
1995,"label_cause","711","ncd_lri"
1996,"label_cause","711","ncd_lri"
1997,"label_cause","711","ncd_lri"
1998,"label_cause","711","ncd_lri"
1990,"label_cause","712","ncd_lri"
1991,"label_cause","712","ncd_lri"
1992,"label_cause","712","ncd_lri"
1993,"label_cause","712","ncd_lri"
1994,"label_cause","712","ncd_lri"
1995,"label_cause","712","ncd_lri"
1996,"label_cause","712","ncd_lri"
1997,"label_cause","712","ncd_lri"
1998,"label_cause","712","ncd_lri"
1990,"label_cause","713","ncd_lri"
1991,"label_cause","713","ncd_lri"
1992,"label_cause","713","ncd_lri"
1993,"label_cause","713","ncd_lri"
1994,"label_cause","713","ncd_lri"
1995,"label_cause","713","ncd_lri"
1996,"label_cause","713","ncd_lri"
1997,"label_cause","713","ncd_lri"
1998,"label_cause","713","ncd_lri"
1990,"label_cause","714","ncd_lri"
1991,"label_cause","714","ncd_lri"
1992,"label_cause","714","ncd_lri"
1993,"label_cause","714","ncd_lri"
1994,"label_cause","714","ncd_lri"
1995,"label_cause","714","ncd_lri"
1996,"label_cause","714","ncd_lri"
1997,"label_cause","714","ncd_lri"
1998,"label_cause","714","ncd_lri"
1990,"label_cause","715","ncd_lri"
1991,"label_cause","715","ncd_lri"
1992,"label_cause","715","ncd_lri"
1993,"label_cause","715","ncd_lri"
1994,"label_cause","715","ncd_lri"
1995,"label_cause","715","ncd_lri"
1996,"label_cause","715","ncd_lri"
1997,"label_cause","715","ncd_lri"
1998,"label_cause","715","ncd_lri"
1990,"label_cause","716","ncd_lri"
1991,"label_cause","716","ncd_lri"
1992,"label_cause","716","ncd_lri"
1993,"label_cause","716","ncd_lri"
1994,"label_cause","716","ncd_lri"
1995,"label_cause","716","ncd_lri"
1996,"label_cause","716","ncd_lri"
1997,"label_cause","716","ncd_lri"
1998,"label_cause","716","ncd_lri"
1990,"label_cause","717","ncd_lri"
1991,"label_cause","717","ncd_lri"
1992,"label_cause","717","ncd_lri"
1993,"label_cause","717","ncd_lri"
1994,"label_cause","717","ncd_lri"
1995,"label_cause","717","ncd_lri"
1996,"label_cause","717","ncd_lri"
1997,"label_cause","717","ncd_lri"
1998,"label_cause","717","ncd_lri"
1990,"label_cause","718","ncd_lri"
1991,"label_cause","718","ncd_lri"
1992,"label_cause","718","ncd_lri"
1993,"label_cause","718","ncd_lri"
1994,"label_cause","718","ncd_lri"
1995,"label_cause","718","ncd_lri"
1996,"label_cause","718","ncd_lri"
1997,"label_cause","718","ncd_lri"
1998,"label_cause","718","ncd_lri"
1990,"label_cause","719","ncd_lri"
1991,"label_cause","719","ncd_lri"
1992,"label_cause","719","ncd_lri"
1993,"label_cause","719","ncd_lri"
1994,"label_cause","719","ncd_lri"
1995,"label_cause","719","ncd_lri"
1996,"label_cause","719","ncd_lri"
1997,"label_cause","719","ncd_lri"
1998,"label_cause","719","ncd_lri"
1990,"label_cause","720","ncd_lri"
1991,"label_cause","720","ncd_lri"
1992,"label_cause","720","ncd_lri"
1993,"label_cause","720","ncd_lri"
1994,"label_cause","720","ncd_lri"
1995,"label_cause","720","ncd_lri"
1996,"label_cause","720","ncd_lri"
1997,"label_cause","720","ncd_lri"
1998,"label_cause","720","ncd_lri"
1990,"label_cause","721","ncd_lri"
1991,"label_cause","721","ncd_lri"
1992,"label_cause","721","ncd_lri"
1993,"label_cause","721","ncd_lri"
1994,"label_cause","721","ncd_lri"
1995,"label_cause","721","ncd_lri"
1996,"label_cause","721","ncd_lri"
1997,"label_cause","721","ncd_lri"
1998,"label_cause","721","ncd_lri"
1990,"label_cause","722","ncd_lri"
1991,"label_cause","722","ncd_lri"
1992,"label_cause","722","ncd_lri"
1993,"label_cause","722","ncd_lri"
1994,"label_cause","722","ncd_lri"
1995,"label_cause","722","ncd_lri"
1996,"label_cause","722","ncd_lri"
1997,"label_cause","722","ncd_lri"
1998,"label_cause","722","ncd_lri"
1990,"label_cause","723","ncd_lri"
1991,"label_cause","723","ncd_lri"
1992,"label_cause","723","ncd_lri"
1993,"label_cause","723","ncd_lri"
1994,"label_cause","723","ncd_lri"
1995,"label_cause","723","ncd_lri"
1996,"label_cause","723","ncd_lri"
1997,"label_cause","723","ncd_lri"
1998,"label_cause","723","ncd_lri"
1990,"label_cause","724","ncd_lri"
1991,"label_cause","724","ncd_lri"
1992,"label_cause","724","ncd_lri"
1993,"label_cause","724","ncd_lri"
1994,"label_cause","724","ncd_lri"
1995,"label_cause","724","ncd_lri"
1996,"label_cause","724","ncd_lri"
1997,"label_cause","724","ncd_lri"
1998,"label_cause","724","ncd_lri"
1990,"label_cause","725","ncd_lri"
1991,"label_cause","725","ncd_lri"
1992,"label_cause","725","ncd_lri"
1993,"label_cause","725","ncd_lri"
1994,"label_cause","725","ncd_lri"
1995,"label_cause","725","ncd_lri"
1996,"label_cause","725","ncd_lri"
1997,"label_cause","725","ncd_lri"
1998,"label_cause","725","ncd_lri"
1990,"label_cause","726","ncd_lri"
1991,"label_cause","726","ncd_lri"
1992,"label_cause","726","ncd_lri"
1993,"label_cause","726","ncd_lri"
1994,"label_cause","726","ncd_lri"
1995,"label_cause","726","ncd_lri"
1996,"label_cause","726","ncd_lri"
1997,"label_cause","726","ncd_lri"
1998,"label_cause","726","ncd_lri"
1990,"label_cause","727","ncd_lri"
1991,"label_cause","727","ncd_lri"
1992,"label_cause","727","ncd_lri"
1993,"label_cause","727","ncd_lri"
1994,"label_cause","727","ncd_lri"
1995,"label_cause","727","ncd_lri"
1996,"label_cause","727","ncd_lri"
1997,"label_cause","727","ncd_lri"
1998,"label_cause","727","ncd_lri"
1990,"label_cause","728","ncd_lri"
1991,"label_cause","728","ncd_lri"
1992,"label_cause","728","ncd_lri"
1993,"label_cause","728","ncd_lri"
1994,"label_cause","728","ncd_lri"
1995,"label_cause","728","ncd_lri"
1996,"label_cause","728","ncd_lri"
1997,"label_cause","728","ncd_lri"
1998,"label_cause","728","ncd_lri"
1990,"label_cause","729","ncd_lri"
1991,"label_cause","729","ncd_lri"
1992,"label_cause","729","ncd_lri"
1993,"label_cause","729","ncd_lri"
1994,"label_cause","729","ncd_lri"
1995,"label_cause","729","ncd_lri"
1996,"label_cause","729","ncd_lri"
1997,"label_cause","729","ncd_lri"
1998,"label_cause","729","ncd_lri"
1990,"label_cause","730","ncd_lri"
1991,"label_cause","730","ncd_lri"
1992,"label_cause","730","ncd_lri"
1993,"label_cause","730","ncd_lri"
1994,"label_cause","730","ncd_lri"
1995,"label_cause","730","ncd_lri"
1996,"label_cause","730","ncd_lri"
1997,"label_cause","730","ncd_lri"
1998,"label_cause","730","ncd_lri"
1990,"label_cause","731","ncd_lri"
1991,"label_cause","731","ncd_lri"
1992,"label_cause","731","ncd_lri"
1993,"label_cause","731","ncd_lri"
1994,"label_cause","731","ncd_lri"
1995,"label_cause","731","ncd_lri"
1996,"label_cause","731","ncd_lri"
1997,"label_cause","731","ncd_lri"
1998,"label_cause","731","ncd_lri"
1990,"label_cause","732","ncd_lri"
1991,"label_cause","732","ncd_lri"
1992,"label_cause","732","ncd_lri"
1993,"label_cause","732","ncd_lri"
1994,"label_cause","732","ncd_lri"
1995,"label_cause","732","ncd_lri"
1996,"label_cause","732","ncd_lri"
1997,"label_cause","732","ncd_lri"
1998,"label_cause","732","ncd_lri"
1990,"label_cause","733","ncd_lri"
1991,"label_cause","733","ncd_lri"
1992,"label_cause","733","ncd_lri"
1993,"label_cause","733","ncd_lri"
1994,"label_cause","733","ncd_lri"
1995,"label_cause","733","ncd_lri"
1996,"label_cause","733","ncd_lri"
1997,"label_cause","733","ncd_lri"
1998,"label_cause","733","ncd_lri"
1990,"label_cause","734","ncd_lri"
1991,"label_cause","734","ncd_lri"
1992,"label_cause","734","ncd_lri"
1993,"label_cause","734","ncd_lri"
1994,"label_cause","734","ncd_lri"
1995,"label_cause","734","ncd_lri"
1996,"label_cause","734","ncd_lri"
1997,"label_cause","734","ncd_lri"
1998,"label_cause","734","ncd_lri"
1990,"label_cause","735","ncd_lri"
1991,"label_cause","735","ncd_lri"
1992,"label_cause","735","ncd_lri"
1993,"label_cause","735","ncd_lri"
1994,"label_cause","735","ncd_lri"
1995,"label_cause","735","ncd_lri"
1996,"label_cause","735","ncd_lri"
1997,"label_cause","735","ncd_lri"
1998,"label_cause","735","ncd_lri"
1990,"label_cause","736","ncd_lri"
1991,"label_cause","736","ncd_lri"
1992,"label_cause","736","ncd_lri"
1993,"label_cause","736","ncd_lri"
1994,"label_cause","736","ncd_lri"
1995,"label_cause","736","ncd_lri"
1996,"label_cause","736","ncd_lri"
1997,"label_cause","736","ncd_lri"
1998,"label_cause","736","ncd_lri"
1990,"label_cause","737","ncd_lri"
1991,"label_cause","737","ncd_lri"
1992,"label_cause","737","ncd_lri"
1993,"label_cause","737","ncd_lri"
1994,"label_cause","737","ncd_lri"
1995,"label_cause","737","ncd_lri"
1996,"label_cause","737","ncd_lri"
1997,"label_cause","737","ncd_lri"
1998,"label_cause","737","ncd_lri"
1990,"label_cause","738","ncd_lri"
1991,"label_cause","738","ncd_lri"
1992,"label_cause","738","ncd_lri"
1993,"label_cause","738","ncd_lri"
1994,"label_cause","738","ncd_lri"
1995,"label_cause","738","ncd_lri"
1996,"label_cause","738","ncd_lri"
1997,"label_cause","738","ncd_lri"
1998,"label_cause","738","ncd_lri"
1990,"label_cause","739","ncd_lri"
1991,"label_cause","739","ncd_lri"
1992,"label_cause","739","ncd_lri"
1993,"label_cause","739","ncd_lri"
1994,"label_cause","739","ncd_lri"
1995,"label_cause","739","ncd_lri"
1996,"label_cause","739","ncd_lri"
1997,"label_cause","739","ncd_lri"
1998,"label_cause","739","ncd_lri"
1990,"label_cause","740","ncd_lri"
1991,"label_cause","740","ncd_lri"
1992,"label_cause","740","ncd_lri"
1993,"label_cause","740","ncd_lri"
1994,"label_cause","740","ncd_lri"
1995,"label_cause","740","ncd_lri"
1996,"label_cause","740","ncd_lri"
1997,"label_cause","740","ncd_lri"
1998,"label_cause","740","ncd_lri"
1990,"label_cause","741","ncd_lri"
1991,"label_cause","741","ncd_lri"
1992,"label_cause","741","ncd_lri"
1993,"label_cause","741","ncd_lri"
1994,"label_cause","741","ncd_lri"
1995,"label_cause","741","ncd_lri"
1996,"label_cause","741","ncd_lri"
1997,"label_cause","741","ncd_lri"
1998,"label_cause","741","ncd_lri"
1990,"label_cause","742","ncd_lri"
1991,"label_cause","742","ncd_lri"
1992,"label_cause","742","ncd_lri"
1993,"label_cause","742","ncd_lri"
1994,"label_cause","742","ncd_lri"
1995,"label_cause","742","ncd_lri"
1996,"label_cause","742","ncd_lri"
1997,"label_cause","742","ncd_lri"
1998,"label_cause","742","ncd_lri"
1990,"label_cause","743","ncd_lri"
1991,"label_cause","743","ncd_lri"
1992,"label_cause","743","ncd_lri"
1993,"label_cause","743","ncd_lri"
1994,"label_cause","743","ncd_lri"
1995,"label_cause","743","ncd_lri"
1996,"label_cause","743","ncd_lri"
1997,"label_cause","743","ncd_lri"
1998,"label_cause","743","ncd_lri"
1990,"label_cause","744","ncd_lri"
1991,"label_cause","744","ncd_lri"
1992,"label_cause","744","ncd_lri"
1993,"label_cause","744","ncd_lri"
1994,"label_cause","744","ncd_lri"
1995,"label_cause","744","ncd_lri"
1996,"label_cause","744","ncd_lri"
1997,"label_cause","744","ncd_lri"
1998,"label_cause","744","ncd_lri"
1990,"label_cause","745","ncd_lri"
1991,"label_cause","745","ncd_lri"
1992,"label_cause","745","ncd_lri"
1993,"label_cause","745","ncd_lri"
1994,"label_cause","745","ncd_lri"
1995,"label_cause","745","ncd_lri"
1996,"label_cause","745","ncd_lri"
1997,"label_cause","745","ncd_lri"
1998,"label_cause","745","ncd_lri"
1990,"label_cause","746","ncd_lri"
1991,"label_cause","746","ncd_lri"
1992,"label_cause","746","ncd_lri"
1993,"label_cause","746","ncd_lri"
1994,"label_cause","746","ncd_lri"
1995,"label_cause","746","ncd_lri"
1996,"label_cause","746","ncd_lri"
1997,"label_cause","746","ncd_lri"
1998,"label_cause","746","ncd_lri"
1990,"label_cause","747","ncd_lri"
1991,"label_cause","747","ncd_lri"
1992,"label_cause","747","ncd_lri"
1993,"label_cause","747","ncd_lri"
1994,"label_cause","747","ncd_lri"
1995,"label_cause","747","ncd_lri"
1996,"label_cause","747","ncd_lri"
1997,"label_cause","747","ncd_lri"
1998,"label_cause","747","ncd_lri"
1990,"label_cause","748","ncd_lri"
1991,"label_cause","748","ncd_lri"
1992,"label_cause","748","ncd_lri"
1993,"label_cause","748","ncd_lri"
1994,"label_cause","748","ncd_lri"
1995,"label_cause","748","ncd_lri"
1996,"label_cause","748","ncd_lri"
1997,"label_cause","748","ncd_lri"
1998,"label_cause","748","ncd_lri"
1990,"label_cause","749","ncd_lri"
1991,"label_cause","749","ncd_lri"
1992,"label_cause","749","ncd_lri"
1993,"label_cause","749","ncd_lri"
1994,"label_cause","749","ncd_lri"
1995,"label_cause","749","ncd_lri"
1996,"label_cause","749","ncd_lri"
1997,"label_cause","749","ncd_lri"
1998,"label_cause","749","ncd_lri"
1990,"label_cause","750","ncd_lri"
1991,"label_cause","750","ncd_lri"
1992,"label_cause","750","ncd_lri"
1993,"label_cause","750","ncd_lri"
1994,"label_cause","750","ncd_lri"
1995,"label_cause","750","ncd_lri"
1996,"label_cause","750","ncd_lri"
1997,"label_cause","750","ncd_lri"
1998,"label_cause","750","ncd_lri"
1990,"label_cause","751","ncd_lri"
1991,"label_cause","751","ncd_lri"
1992,"label_cause","751","ncd_lri"
1993,"label_cause","751","ncd_lri"
1994,"label_cause","751","ncd_lri"
1995,"label_cause","751","ncd_lri"
1996,"label_cause","751","ncd_lri"
1997,"label_cause","751","ncd_lri"
1998,"label_cause","751","ncd_lri"
1990,"label_cause","752","ncd_lri"
1991,"label_cause","752","ncd_lri"
1992,"label_cause","752","ncd_lri"
1993,"label_cause","752","ncd_lri"
1994,"label_cause","752","ncd_lri"
1995,"label_cause","752","ncd_lri"
1996,"label_cause","752","ncd_lri"
1997,"label_cause","752","ncd_lri"
1998,"label_cause","752","ncd_lri"
1990,"label_cause","753","ncd_lri"
1991,"label_cause","753","ncd_lri"
1992,"label_cause","753","ncd_lri"
1993,"label_cause","753","ncd_lri"
1994,"label_cause","753","ncd_lri"
1995,"label_cause","753","ncd_lri"
1996,"label_cause","753","ncd_lri"
1997,"label_cause","753","ncd_lri"
1998,"label_cause","753","ncd_lri"
1990,"label_cause","754","ncd_lri"
1991,"label_cause","754","ncd_lri"
1992,"label_cause","754","ncd_lri"
1993,"label_cause","754","ncd_lri"
1994,"label_cause","754","ncd_lri"
1995,"label_cause","754","ncd_lri"
1996,"label_cause","754","ncd_lri"
1997,"label_cause","754","ncd_lri"
1998,"label_cause","754","ncd_lri"
1990,"label_cause","755","ncd_lri"
1991,"label_cause","755","ncd_lri"
1992,"label_cause","755","ncd_lri"
1993,"label_cause","755","ncd_lri"
1994,"label_cause","755","ncd_lri"
1995,"label_cause","755","ncd_lri"
1996,"label_cause","755","ncd_lri"
1997,"label_cause","755","ncd_lri"
1998,"label_cause","755","ncd_lri"
1990,"label_cause","756","ncd_lri"
1991,"label_cause","756","ncd_lri"
1992,"label_cause","756","ncd_lri"
1993,"label_cause","756","ncd_lri"
1994,"label_cause","756","ncd_lri"
1995,"label_cause","756","ncd_lri"
1996,"label_cause","756","ncd_lri"
1997,"label_cause","756","ncd_lri"
1998,"label_cause","756","ncd_lri"
1990,"label_cause","757","ncd_lri"
1991,"label_cause","757","ncd_lri"
1992,"label_cause","757","ncd_lri"
1993,"label_cause","757","ncd_lri"
1994,"label_cause","757","ncd_lri"
1995,"label_cause","757","ncd_lri"
1996,"label_cause","757","ncd_lri"
1997,"label_cause","757","ncd_lri"
1998,"label_cause","757","ncd_lri"
1990,"label_cause","758","ncd_lri"
1991,"label_cause","758","ncd_lri"
1992,"label_cause","758","ncd_lri"
1993,"label_cause","758","ncd_lri"
1994,"label_cause","758","ncd_lri"
1995,"label_cause","758","ncd_lri"
1996,"label_cause","758","ncd_lri"
1997,"label_cause","758","ncd_lri"
1998,"label_cause","758","ncd_lri"
1990,"label_cause","759","ncd_lri"
1991,"label_cause","759","ncd_lri"
1992,"label_cause","759","ncd_lri"
1993,"label_cause","759","ncd_lri"
1994,"label_cause","759","ncd_lri"
1995,"label_cause","759","ncd_lri"
1996,"label_cause","759","ncd_lri"
1997,"label_cause","759","ncd_lri"
1998,"label_cause","759","ncd_lri"
1990,"label_cause","519","ncd_lri"
1991,"label_cause","519","ncd_lri"
1992,"label_cause","519","ncd_lri"
1993,"label_cause","519","ncd_lri"
1994,"label_cause","519","ncd_lri"
1995,"label_cause","519","ncd_lri"
1996,"label_cause","519","ncd_lri"
1997,"label_cause","519","ncd_lri"
1998,"label_cause","519","ncd_lri"
1999,"label_cause","I20","cvd_ihd"
2000,"label_cause","I20","cvd_ihd"
2001,"label_cause","I20","cvd_ihd"
2002,"label_cause","I20","cvd_ihd"
2003,"label_cause","I20","cvd_ihd"
2004,"label_cause","I20","cvd_ihd"
2005,"label_cause","I20","cvd_ihd"
2006,"label_cause","I20","cvd_ihd"
2007,"label_cause","I20","cvd_ihd"
2008,"label_cause","I20","cvd_ihd"
2009,"label_cause","I20","cvd_ihd"
2010,"label_cause","I20","cvd_ihd"
2011,"label_cause","I20","cvd_ihd"
2012,"label_cause","I20","cvd_ihd"
2013,"label_cause","I20","cvd_ihd"
2014,"label_cause","I20","cvd_ihd"
2015,"label_cause","I20","cvd_ihd"
2016,"label_cause","I20","cvd_ihd"
1999,"label_cause","I21","cvd_ihd"
2000,"label_cause","I21","cvd_ihd"
2001,"label_cause","I21","cvd_ihd"
2002,"label_cause","I21","cvd_ihd"
2003,"label_cause","I21","cvd_ihd"
2004,"label_cause","I21","cvd_ihd"
2005,"label_cause","I21","cvd_ihd"
2006,"label_cause","I21","cvd_ihd"
2007,"label_cause","I21","cvd_ihd"
2008,"label_cause","I21","cvd_ihd"
2009,"label_cause","I21","cvd_ihd"
2010,"label_cause","I21","cvd_ihd"
2011,"label_cause","I21","cvd_ihd"
2012,"label_cause","I21","cvd_ihd"
2013,"label_cause","I21","cvd_ihd"
2014,"label_cause","I21","cvd_ihd"
2015,"label_cause","I21","cvd_ihd"
2016,"label_cause","I21","cvd_ihd"
1999,"label_cause","I22","cvd_ihd"
2000,"label_cause","I22","cvd_ihd"
2001,"label_cause","I22","cvd_ihd"
2002,"label_cause","I22","cvd_ihd"
2003,"label_cause","I22","cvd_ihd"
2004,"label_cause","I22","cvd_ihd"
2005,"label_cause","I22","cvd_ihd"
2006,"label_cause","I22","cvd_ihd"
2007,"label_cause","I22","cvd_ihd"
2008,"label_cause","I22","cvd_ihd"
2009,"label_cause","I22","cvd_ihd"
2010,"label_cause","I22","cvd_ihd"
2011,"label_cause","I22","cvd_ihd"
2012,"label_cause","I22","cvd_ihd"
2013,"label_cause","I22","cvd_ihd"
2014,"label_cause","I22","cvd_ihd"
2015,"label_cause","I22","cvd_ihd"
2016,"label_cause","I22","cvd_ihd"
1999,"label_cause","I23","cvd_ihd"
2000,"label_cause","I23","cvd_ihd"
2001,"label_cause","I23","cvd_ihd"
2002,"label_cause","I23","cvd_ihd"
2003,"label_cause","I23","cvd_ihd"
2004,"label_cause","I23","cvd_ihd"
2005,"label_cause","I23","cvd_ihd"
2006,"label_cause","I23","cvd_ihd"
2007,"label_cause","I23","cvd_ihd"
2008,"label_cause","I23","cvd_ihd"
2009,"label_cause","I23","cvd_ihd"
2010,"label_cause","I23","cvd_ihd"
2011,"label_cause","I23","cvd_ihd"
2012,"label_cause","I23","cvd_ihd"
2013,"label_cause","I23","cvd_ihd"
2014,"label_cause","I23","cvd_ihd"
2015,"label_cause","I23","cvd_ihd"
2016,"label_cause","I23","cvd_ihd"
1999,"label_cause","I24","cvd_ihd"
2000,"label_cause","I24","cvd_ihd"
2001,"label_cause","I24","cvd_ihd"
2002,"label_cause","I24","cvd_ihd"
2003,"label_cause","I24","cvd_ihd"
2004,"label_cause","I24","cvd_ihd"
2005,"label_cause","I24","cvd_ihd"
2006,"label_cause","I24","cvd_ihd"
2007,"label_cause","I24","cvd_ihd"
2008,"label_cause","I24","cvd_ihd"
2009,"label_cause","I24","cvd_ihd"
2010,"label_cause","I24","cvd_ihd"
2011,"label_cause","I24","cvd_ihd"
2012,"label_cause","I24","cvd_ihd"
2013,"label_cause","I24","cvd_ihd"
2014,"label_cause","I24","cvd_ihd"
2015,"label_cause","I24","cvd_ihd"
2016,"label_cause","I24","cvd_ihd"
1999,"label_cause","I25","cvd_ihd"
2000,"label_cause","I25","cvd_ihd"
2001,"label_cause","I25","cvd_ihd"
2002,"label_cause","I25","cvd_ihd"
2003,"label_cause","I25","cvd_ihd"
2004,"label_cause","I25","cvd_ihd"
2005,"label_cause","I25","cvd_ihd"
2006,"label_cause","I25","cvd_ihd"
2007,"label_cause","I25","cvd_ihd"
2008,"label_cause","I25","cvd_ihd"
2009,"label_cause","I25","cvd_ihd"
2010,"label_cause","I25","cvd_ihd"
2011,"label_cause","I25","cvd_ihd"
2012,"label_cause","I25","cvd_ihd"
2013,"label_cause","I25","cvd_ihd"
2014,"label_cause","I25","cvd_ihd"
2015,"label_cause","I25","cvd_ihd"
2016,"label_cause","I25","cvd_ihd"
1999,"label_cause","G45","cvd_stroke"
2000,"label_cause","G45","cvd_stroke"
2001,"label_cause","G45","cvd_stroke"
2002,"label_cause","G45","cvd_stroke"
2003,"label_cause","G45","cvd_stroke"
2004,"label_cause","G45","cvd_stroke"
2005,"label_cause","G45","cvd_stroke"
2006,"label_cause","G45","cvd_stroke"
2007,"label_cause","G45","cvd_stroke"
2008,"label_cause","G45","cvd_stroke"
2009,"label_cause","G45","cvd_stroke"
2010,"label_cause","G45","cvd_stroke"
2011,"label_cause","G45","cvd_stroke"
2012,"label_cause","G45","cvd_stroke"
2013,"label_cause","G45","cvd_stroke"
2014,"label_cause","G45","cvd_stroke"
2015,"label_cause","G45","cvd_stroke"
2016,"label_cause","G45","cvd_stroke"
1999,"label_cause","G46","cvd_stroke"
2000,"label_cause","G46","cvd_stroke"
2001,"label_cause","G46","cvd_stroke"
2002,"label_cause","G46","cvd_stroke"
2003,"label_cause","G46","cvd_stroke"
2004,"label_cause","G46","cvd_stroke"
2005,"label_cause","G46","cvd_stroke"
2006,"label_cause","G46","cvd_stroke"
2007,"label_cause","G46","cvd_stroke"
2008,"label_cause","G46","cvd_stroke"
2009,"label_cause","G46","cvd_stroke"
2010,"label_cause","G46","cvd_stroke"
2011,"label_cause","G46","cvd_stroke"
2012,"label_cause","G46","cvd_stroke"
2013,"label_cause","G46","cvd_stroke"
2014,"label_cause","G46","cvd_stroke"
2015,"label_cause","G46","cvd_stroke"
2016,"label_cause","G46","cvd_stroke"
1999,"label_cause","I61","cvd_stroke"
2000,"label_cause","I61","cvd_stroke"
2001,"label_cause","I61","cvd_stroke"
2002,"label_cause","I61","cvd_stroke"
2003,"label_cause","I61","cvd_stroke"
2004,"label_cause","I61","cvd_stroke"
2005,"label_cause","I61","cvd_stroke"
2006,"label_cause","I61","cvd_stroke"
2007,"label_cause","I61","cvd_stroke"
2008,"label_cause","I61","cvd_stroke"
2009,"label_cause","I61","cvd_stroke"
2010,"label_cause","I61","cvd_stroke"
2011,"label_cause","I61","cvd_stroke"
2012,"label_cause","I61","cvd_stroke"
2013,"label_cause","I61","cvd_stroke"
2014,"label_cause","I61","cvd_stroke"
2015,"label_cause","I61","cvd_stroke"
2016,"label_cause","I61","cvd_stroke"
1999,"label_cause","I62","cvd_stroke"
2000,"label_cause","I62","cvd_stroke"
2001,"label_cause","I62","cvd_stroke"
2002,"label_cause","I62","cvd_stroke"
2003,"label_cause","I62","cvd_stroke"
2004,"label_cause","I62","cvd_stroke"
2005,"label_cause","I62","cvd_stroke"
2006,"label_cause","I62","cvd_stroke"
2007,"label_cause","I62","cvd_stroke"
2008,"label_cause","I62","cvd_stroke"
2009,"label_cause","I62","cvd_stroke"
2010,"label_cause","I62","cvd_stroke"
2011,"label_cause","I62","cvd_stroke"
2012,"label_cause","I62","cvd_stroke"
2013,"label_cause","I62","cvd_stroke"
2014,"label_cause","I62","cvd_stroke"
2015,"label_cause","I62","cvd_stroke"
2016,"label_cause","I62","cvd_stroke"
1999,"label_cause","I63","cvd_stroke"
2000,"label_cause","I63","cvd_stroke"
2001,"label_cause","I63","cvd_stroke"
2002,"label_cause","I63","cvd_stroke"
2003,"label_cause","I63","cvd_stroke"
2004,"label_cause","I63","cvd_stroke"
2005,"label_cause","I63","cvd_stroke"
2006,"label_cause","I63","cvd_stroke"
2007,"label_cause","I63","cvd_stroke"
2008,"label_cause","I63","cvd_stroke"
2009,"label_cause","I63","cvd_stroke"
2010,"label_cause","I63","cvd_stroke"
2011,"label_cause","I63","cvd_stroke"
2012,"label_cause","I63","cvd_stroke"
2013,"label_cause","I63","cvd_stroke"
2014,"label_cause","I63","cvd_stroke"
2015,"label_cause","I63","cvd_stroke"
2016,"label_cause","I63","cvd_stroke"
1999,"label_cause","I65","cvd_stroke"
2000,"label_cause","I65","cvd_stroke"
2001,"label_cause","I65","cvd_stroke"
2002,"label_cause","I65","cvd_stroke"
2003,"label_cause","I65","cvd_stroke"
2004,"label_cause","I65","cvd_stroke"
2005,"label_cause","I65","cvd_stroke"
2006,"label_cause","I65","cvd_stroke"
2007,"label_cause","I65","cvd_stroke"
2008,"label_cause","I65","cvd_stroke"
2009,"label_cause","I65","cvd_stroke"
2010,"label_cause","I65","cvd_stroke"
2011,"label_cause","I65","cvd_stroke"
2012,"label_cause","I65","cvd_stroke"
2013,"label_cause","I65","cvd_stroke"
2014,"label_cause","I65","cvd_stroke"
2015,"label_cause","I65","cvd_stroke"
2016,"label_cause","I65","cvd_stroke"
1999,"label_cause","I66","cvd_stroke"
2000,"label_cause","I66","cvd_stroke"
2001,"label_cause","I66","cvd_stroke"
2002,"label_cause","I66","cvd_stroke"
2003,"label_cause","I66","cvd_stroke"
2004,"label_cause","I66","cvd_stroke"
2005,"label_cause","I66","cvd_stroke"
2006,"label_cause","I66","cvd_stroke"
2007,"label_cause","I66","cvd_stroke"
2008,"label_cause","I66","cvd_stroke"
2009,"label_cause","I66","cvd_stroke"
2010,"label_cause","I66","cvd_stroke"
2011,"label_cause","I66","cvd_stroke"
2012,"label_cause","I66","cvd_stroke"
2013,"label_cause","I66","cvd_stroke"
2014,"label_cause","I66","cvd_stroke"
2015,"label_cause","I66","cvd_stroke"
2016,"label_cause","I66","cvd_stroke"
1999,"label_cause","I67","cvd_stroke"
2000,"label_cause","I67","cvd_stroke"
2001,"label_cause","I67","cvd_stroke"
