"Year","replacecolumns","from","to"
2000,"label_cause","G35","ncd_lri"
2001,"label_cause","G35","ncd_lri"
2002,"label_cause","G35","ncd_lri"
2003,"label_cause","G35","ncd_lri"
2004,"label_cause","G35","ncd_lri"
2005,"label_cause","G35","ncd_lri"
2006,"label_cause","G35","ncd_lri"
2007,"label_cause","G35","ncd_lri"
2008,"label_cause","G35","ncd_lri"
2009,"label_cause","G35","ncd_lri"
2010,"label_cause","G35","ncd_lri"
2011,"label_cause","G35","ncd_lri"
2012,"label_cause","G35","ncd_lri"
2013,"label_cause","G35","ncd_lri"
2014,"label_cause","G35","ncd_lri"
2015,"label_cause","G35","ncd_lri"
2016,"label_cause","G35","ncd_lri"
1999,"label_cause","G36","ncd_lri"
2000,"label_cause","G36","ncd_lri"
2001,"label_cause","G36","ncd_lri"
2002,"label_cause","G36","ncd_lri"
2003,"label_cause","G36","ncd_lri"
2004,"label_cause","G36","ncd_lri"
2005,"label_cause","G36","ncd_lri"
2006,"label_cause","G36","ncd_lri"
2007,"label_cause","G36","ncd_lri"
2008,"label_cause","G36","ncd_lri"
2009,"label_cause","G36","ncd_lri"
2010,"label_cause","G36","ncd_lri"
2011,"label_cause","G36","ncd_lri"
2012,"label_cause","G36","ncd_lri"
2013,"label_cause","G36","ncd_lri"
2014,"label_cause","G36","ncd_lri"
2015,"label_cause","G36","ncd_lri"
2016,"label_cause","G36","ncd_lri"
1999,"label_cause","G37","ncd_lri"
2000,"label_cause","G37","ncd_lri"
2001,"label_cause","G37","ncd_lri"
2002,"label_cause","G37","ncd_lri"
2003,"label_cause","G37","ncd_lri"
2004,"label_cause","G37","ncd_lri"
2005,"label_cause","G37","ncd_lri"
2006,"label_cause","G37","ncd_lri"
2007,"label_cause","G37","ncd_lri"
2008,"label_cause","G37","ncd_lri"
2009,"label_cause","G37","ncd_lri"
2010,"label_cause","G37","ncd_lri"
2011,"label_cause","G37","ncd_lri"
2012,"label_cause","G37","ncd_lri"
2013,"label_cause","G37","ncd_lri"
2014,"label_cause","G37","ncd_lri"
2015,"label_cause","G37","ncd_lri"
2016,"label_cause","G37","ncd_lri"
1999,"label_cause","G38","ncd_lri"
2000,"label_cause","G38","ncd_lri"
2001,"label_cause","G38","ncd_lri"
2002,"label_cause","G38","ncd_lri"
2003,"label_cause","G38","ncd_lri"
2004,"label_cause","G38","ncd_lri"
2005,"label_cause","G38","ncd_lri"
2006,"label_cause","G38","ncd_lri"
2007,"label_cause","G38","ncd_lri"
2008,"label_cause","G38","ncd_lri"
2009,"label_cause","G38","ncd_lri"
2010,"label_cause","G38","ncd_lri"
2011,"label_cause","G38","ncd_lri"
2012,"label_cause","G38","ncd_lri"
2013,"label_cause","G38","ncd_lri"
2014,"label_cause","G38","ncd_lri"
2015,"label_cause","G38","ncd_lri"
2016,"label_cause","G38","ncd_lri"
1999,"label_cause","G39","ncd_lri"
2000,"label_cause","G39","ncd_lri"
2001,"label_cause","G39","ncd_lri"
2002,"label_cause","G39","ncd_lri"
2003,"label_cause","G39","ncd_lri"
2004,"label_cause","G39","ncd_lri"
2005,"label_cause","G39","ncd_lri"
2006,"label_cause","G39","ncd_lri"
2007,"label_cause","G39","ncd_lri"
2008,"label_cause","G39","ncd_lri"
2009,"label_cause","G39","ncd_lri"
2010,"label_cause","G39","ncd_lri"
2011,"label_cause","G39","ncd_lri"
2012,"label_cause","G39","ncd_lri"
2013,"label_cause","G39","ncd_lri"
2014,"label_cause","G39","ncd_lri"
2015,"label_cause","G39","ncd_lri"
2016,"label_cause","G39","ncd_lri"
1999,"label_cause","G40","ncd_lri"
2000,"label_cause","G40","ncd_lri"
2001,"label_cause","G40","ncd_lri"
2002,"label_cause","G40","ncd_lri"
2003,"label_cause","G40","ncd_lri"
2004,"label_cause","G40","ncd_lri"
2005,"label_cause","G40","ncd_lri"
2006,"label_cause","G40","ncd_lri"
2007,"label_cause","G40","ncd_lri"
2008,"label_cause","G40","ncd_lri"
2009,"label_cause","G40","ncd_lri"
2010,"label_cause","G40","ncd_lri"
2011,"label_cause","G40","ncd_lri"
2012,"label_cause","G40","ncd_lri"
2013,"label_cause","G40","ncd_lri"
2014,"label_cause","G40","ncd_lri"
2015,"label_cause","G40","ncd_lri"
2016,"label_cause","G40","ncd_lri"
1999,"label_cause","G41","ncd_lri"
2000,"label_cause","G41","ncd_lri"
2001,"label_cause","G41","ncd_lri"
2002,"label_cause","G41","ncd_lri"
2003,"label_cause","G41","ncd_lri"
2004,"label_cause","G41","ncd_lri"
2005,"label_cause","G41","ncd_lri"
2006,"label_cause","G41","ncd_lri"
2007,"label_cause","G41","ncd_lri"
2008,"label_cause","G41","ncd_lri"
2009,"label_cause","G41","ncd_lri"
2010,"label_cause","G41","ncd_lri"
2011,"label_cause","G41","ncd_lri"
2012,"label_cause","G41","ncd_lri"
2013,"label_cause","G41","ncd_lri"
2014,"label_cause","G41","ncd_lri"
2015,"label_cause","G41","ncd_lri"
2016,"label_cause","G41","ncd_lri"
1999,"label_cause","G42","ncd_lri"
2000,"label_cause","G42","ncd_lri"
2001,"label_cause","G42","ncd_lri"
2002,"label_cause","G42","ncd_lri"
2003,"label_cause","G42","ncd_lri"
2004,"label_cause","G42","ncd_lri"
2005,"label_cause","G42","ncd_lri"
2006,"label_cause","G42","ncd_lri"
2007,"label_cause","G42","ncd_lri"
2008,"label_cause","G42","ncd_lri"
2009,"label_cause","G42","ncd_lri"
2010,"label_cause","G42","ncd_lri"
2011,"label_cause","G42","ncd_lri"
2012,"label_cause","G42","ncd_lri"
2013,"label_cause","G42","ncd_lri"
2014,"label_cause","G42","ncd_lri"
2015,"label_cause","G42","ncd_lri"
2016,"label_cause","G42","ncd_lri"
1999,"label_cause","G43","ncd_lri"
2000,"label_cause","G43","ncd_lri"
2001,"label_cause","G43","ncd_lri"
2002,"label_cause","G43","ncd_lri"
2003,"label_cause","G43","ncd_lri"
2004,"label_cause","G43","ncd_lri"
2005,"label_cause","G43","ncd_lri"
2006,"label_cause","G43","ncd_lri"
2007,"label_cause","G43","ncd_lri"
2008,"label_cause","G43","ncd_lri"
2009,"label_cause","G43","ncd_lri"
2010,"label_cause","G43","ncd_lri"
2011,"label_cause","G43","ncd_lri"
2012,"label_cause","G43","ncd_lri"
2013,"label_cause","G43","ncd_lri"
2014,"label_cause","G43","ncd_lri"
2015,"label_cause","G43","ncd_lri"
2016,"label_cause","G43","ncd_lri"
1999,"label_cause","G44","ncd_lri"
2000,"label_cause","G44","ncd_lri"
2001,"label_cause","G44","ncd_lri"
2002,"label_cause","G44","ncd_lri"
2003,"label_cause","G44","ncd_lri"
2004,"label_cause","G44","ncd_lri"
2005,"label_cause","G44","ncd_lri"
2006,"label_cause","G44","ncd_lri"
2007,"label_cause","G44","ncd_lri"
2008,"label_cause","G44","ncd_lri"
2009,"label_cause","G44","ncd_lri"
2010,"label_cause","G44","ncd_lri"
2011,"label_cause","G44","ncd_lri"
2012,"label_cause","G44","ncd_lri"
2013,"label_cause","G44","ncd_lri"
2014,"label_cause","G44","ncd_lri"
2015,"label_cause","G44","ncd_lri"
2016,"label_cause","G44","ncd_lri"
1999,"label_cause","G45","ncd_lri"
2000,"label_cause","G45","ncd_lri"
2001,"label_cause","G45","ncd_lri"
2002,"label_cause","G45","ncd_lri"
2003,"label_cause","G45","ncd_lri"
2004,"label_cause","G45","ncd_lri"
2005,"label_cause","G45","ncd_lri"
2006,"label_cause","G45","ncd_lri"
2007,"label_cause","G45","ncd_lri"
2008,"label_cause","G45","ncd_lri"
2009,"label_cause","G45","ncd_lri"
2010,"label_cause","G45","ncd_lri"
2011,"label_cause","G45","ncd_lri"
2012,"label_cause","G45","ncd_lri"
2013,"label_cause","G45","ncd_lri"
2014,"label_cause","G45","ncd_lri"
2015,"label_cause","G45","ncd_lri"
2016,"label_cause","G45","ncd_lri"
1999,"label_cause","G46","ncd_lri"
2000,"label_cause","G46","ncd_lri"
2001,"label_cause","G46","ncd_lri"
2002,"label_cause","G46","ncd_lri"
2003,"label_cause","G46","ncd_lri"
2004,"label_cause","G46","ncd_lri"
2005,"label_cause","G46","ncd_lri"
2006,"label_cause","G46","ncd_lri"
2007,"label_cause","G46","ncd_lri"
2008,"label_cause","G46","ncd_lri"
2009,"label_cause","G46","ncd_lri"
2010,"label_cause","G46","ncd_lri"
2011,"label_cause","G46","ncd_lri"
2012,"label_cause","G46","ncd_lri"
2013,"label_cause","G46","ncd_lri"
2014,"label_cause","G46","ncd_lri"
2015,"label_cause","G46","ncd_lri"
2016,"label_cause","G46","ncd_lri"
1999,"label_cause","G47","ncd_lri"
2000,"label_cause","G47","ncd_lri"
2001,"label_cause","G47","ncd_lri"
2002,"label_cause","G47","ncd_lri"
2003,"label_cause","G47","ncd_lri"
2004,"label_cause","G47","ncd_lri"
2005,"label_cause","G47","ncd_lri"
2006,"label_cause","G47","ncd_lri"
2007,"label_cause","G47","ncd_lri"
2008,"label_cause","G47","ncd_lri"
2009,"label_cause","G47","ncd_lri"
2010,"label_cause","G47","ncd_lri"
2011,"label_cause","G47","ncd_lri"
2012,"label_cause","G47","ncd_lri"
2013,"label_cause","G47","ncd_lri"
2014,"label_cause","G47","ncd_lri"
2015,"label_cause","G47","ncd_lri"
2016,"label_cause","G47","ncd_lri"
1999,"label_cause","G48","ncd_lri"
2000,"label_cause","G48","ncd_lri"
2001,"label_cause","G48","ncd_lri"
2002,"label_cause","G48","ncd_lri"
2003,"label_cause","G48","ncd_lri"
2004,"label_cause","G48","ncd_lri"
2005,"label_cause","G48","ncd_lri"
2006,"label_cause","G48","ncd_lri"
2007,"label_cause","G48","ncd_lri"
2008,"label_cause","G48","ncd_lri"
2009,"label_cause","G48","ncd_lri"
2010,"label_cause","G48","ncd_lri"
2011,"label_cause","G48","ncd_lri"
2012,"label_cause","G48","ncd_lri"
2013,"label_cause","G48","ncd_lri"
2014,"label_cause","G48","ncd_lri"
2015,"label_cause","G48","ncd_lri"
2016,"label_cause","G48","ncd_lri"
1999,"label_cause","G49","ncd_lri"
2000,"label_cause","G49","ncd_lri"
2001,"label_cause","G49","ncd_lri"
2002,"label_cause","G49","ncd_lri"
2003,"label_cause","G49","ncd_lri"
2004,"label_cause","G49","ncd_lri"
2005,"label_cause","G49","ncd_lri"
2006,"label_cause","G49","ncd_lri"
2007,"label_cause","G49","ncd_lri"
2008,"label_cause","G49","ncd_lri"
2009,"label_cause","G49","ncd_lri"
2010,"label_cause","G49","ncd_lri"
2011,"label_cause","G49","ncd_lri"
2012,"label_cause","G49","ncd_lri"
2013,"label_cause","G49","ncd_lri"
2014,"label_cause","G49","ncd_lri"
2015,"label_cause","G49","ncd_lri"
2016,"label_cause","G49","ncd_lri"
1999,"label_cause","G50","ncd_lri"
2000,"label_cause","G50","ncd_lri"
2001,"label_cause","G50","ncd_lri"
2002,"label_cause","G50","ncd_lri"
2003,"label_cause","G50","ncd_lri"
2004,"label_cause","G50","ncd_lri"
2005,"label_cause","G50","ncd_lri"
2006,"label_cause","G50","ncd_lri"
2007,"label_cause","G50","ncd_lri"
2008,"label_cause","G50","ncd_lri"
2009,"label_cause","G50","ncd_lri"
2010,"label_cause","G50","ncd_lri"
2011,"label_cause","G50","ncd_lri"
2012,"label_cause","G50","ncd_lri"
2013,"label_cause","G50","ncd_lri"
2014,"label_cause","G50","ncd_lri"
2015,"label_cause","G50","ncd_lri"
2016,"label_cause","G50","ncd_lri"
1999,"label_cause","G51","ncd_lri"
2000,"label_cause","G51","ncd_lri"
2001,"label_cause","G51","ncd_lri"
2002,"label_cause","G51","ncd_lri"
2003,"label_cause","G51","ncd_lri"
2004,"label_cause","G51","ncd_lri"
2005,"label_cause","G51","ncd_lri"
2006,"label_cause","G51","ncd_lri"
2007,"label_cause","G51","ncd_lri"
2008,"label_cause","G51","ncd_lri"
2009,"label_cause","G51","ncd_lri"
2010,"label_cause","G51","ncd_lri"
2011,"label_cause","G51","ncd_lri"
2012,"label_cause","G51","ncd_lri"
2013,"label_cause","G51","ncd_lri"
2014,"label_cause","G51","ncd_lri"
2015,"label_cause","G51","ncd_lri"
2016,"label_cause","G51","ncd_lri"
1999,"label_cause","G52","ncd_lri"
2000,"label_cause","G52","ncd_lri"
2001,"label_cause","G52","ncd_lri"
2002,"label_cause","G52","ncd_lri"
2003,"label_cause","G52","ncd_lri"
2004,"label_cause","G52","ncd_lri"
2005,"label_cause","G52","ncd_lri"
2006,"label_cause","G52","ncd_lri"
2007,"label_cause","G52","ncd_lri"
2008,"label_cause","G52","ncd_lri"
2009,"label_cause","G52","ncd_lri"
2010,"label_cause","G52","ncd_lri"
2011,"label_cause","G52","ncd_lri"
2012,"label_cause","G52","ncd_lri"
2013,"label_cause","G52","ncd_lri"
2014,"label_cause","G52","ncd_lri"
2015,"label_cause","G52","ncd_lri"
2016,"label_cause","G52","ncd_lri"
1999,"label_cause","G53","ncd_lri"
2000,"label_cause","G53","ncd_lri"
2001,"label_cause","G53","ncd_lri"
2002,"label_cause","G53","ncd_lri"
2003,"label_cause","G53","ncd_lri"
2004,"label_cause","G53","ncd_lri"
2005,"label_cause","G53","ncd_lri"
2006,"label_cause","G53","ncd_lri"
2007,"label_cause","G53","ncd_lri"
2008,"label_cause","G53","ncd_lri"
2009,"label_cause","G53","ncd_lri"
2010,"label_cause","G53","ncd_lri"
2011,"label_cause","G53","ncd_lri"
2012,"label_cause","G53","ncd_lri"
2013,"label_cause","G53","ncd_lri"
2014,"label_cause","G53","ncd_lri"
2015,"label_cause","G53","ncd_lri"
2016,"label_cause","G53","ncd_lri"
1999,"label_cause","G54","ncd_lri"
2000,"label_cause","G54","ncd_lri"
2001,"label_cause","G54","ncd_lri"
2002,"label_cause","G54","ncd_lri"
2003,"label_cause","G54","ncd_lri"
2004,"label_cause","G54","ncd_lri"
2005,"label_cause","G54","ncd_lri"
2006,"label_cause","G54","ncd_lri"
2007,"label_cause","G54","ncd_lri"
2008,"label_cause","G54","ncd_lri"
2009,"label_cause","G54","ncd_lri"
2010,"label_cause","G54","ncd_lri"
2011,"label_cause","G54","ncd_lri"
2012,"label_cause","G54","ncd_lri"
2013,"label_cause","G54","ncd_lri"
2014,"label_cause","G54","ncd_lri"
2015,"label_cause","G54","ncd_lri"
2016,"label_cause","G54","ncd_lri"
1999,"label_cause","G55","ncd_lri"
2000,"label_cause","G55","ncd_lri"
2001,"label_cause","G55","ncd_lri"
2002,"label_cause","G55","ncd_lri"
2003,"label_cause","G55","ncd_lri"
2004,"label_cause","G55","ncd_lri"
2005,"label_cause","G55","ncd_lri"
2006,"label_cause","G55","ncd_lri"
2007,"label_cause","G55","ncd_lri"
2008,"label_cause","G55","ncd_lri"
2009,"label_cause","G55","ncd_lri"
2010,"label_cause","G55","ncd_lri"
2011,"label_cause","G55","ncd_lri"
2012,"label_cause","G55","ncd_lri"
2013,"label_cause","G55","ncd_lri"
2014,"label_cause","G55","ncd_lri"
2015,"label_cause","G55","ncd_lri"
2016,"label_cause","G55","ncd_lri"
1999,"label_cause","G56","ncd_lri"
2000,"label_cause","G56","ncd_lri"
2001,"label_cause","G56","ncd_lri"
2002,"label_cause","G56","ncd_lri"
2003,"label_cause","G56","ncd_lri"
2004,"label_cause","G56","ncd_lri"
2005,"label_cause","G56","ncd_lri"
2006,"label_cause","G56","ncd_lri"
2007,"label_cause","G56","ncd_lri"
2008,"label_cause","G56","ncd_lri"
2009,"label_cause","G56","ncd_lri"
2010,"label_cause","G56","ncd_lri"
2011,"label_cause","G56","ncd_lri"
2012,"label_cause","G56","ncd_lri"
2013,"label_cause","G56","ncd_lri"
2014,"label_cause","G56","ncd_lri"
2015,"label_cause","G56","ncd_lri"
2016,"label_cause","G56","ncd_lri"
1999,"label_cause","G57","ncd_lri"
2000,"label_cause","G57","ncd_lri"
2001,"label_cause","G57","ncd_lri"
2002,"label_cause","G57","ncd_lri"
2003,"label_cause","G57","ncd_lri"
2004,"label_cause","G57","ncd_lri"
2005,"label_cause","G57","ncd_lri"
2006,"label_cause","G57","ncd_lri"
2007,"label_cause","G57","ncd_lri"
2008,"label_cause","G57","ncd_lri"
2009,"label_cause","G57","ncd_lri"
2010,"label_cause","G57","ncd_lri"
2011,"label_cause","G57","ncd_lri"
2012,"label_cause","G57","ncd_lri"
2013,"label_cause","G57","ncd_lri"
2014,"label_cause","G57","ncd_lri"
2015,"label_cause","G57","ncd_lri"
2016,"label_cause","G57","ncd_lri"
1999,"label_cause","G58","ncd_lri"
2000,"label_cause","G58","ncd_lri"
2001,"label_cause","G58","ncd_lri"
2002,"label_cause","G58","ncd_lri"
2003,"label_cause","G58","ncd_lri"
2004,"label_cause","G58","ncd_lri"
2005,"label_cause","G58","ncd_lri"
2006,"label_cause","G58","ncd_lri"
2007,"label_cause","G58","ncd_lri"
2008,"label_cause","G58","ncd_lri"
2009,"label_cause","G58","ncd_lri"
2010,"label_cause","G58","ncd_lri"
2011,"label_cause","G58","ncd_lri"
2012,"label_cause","G58","ncd_lri"
2013,"label_cause","G58","ncd_lri"
2014,"label_cause","G58","ncd_lri"
2015,"label_cause","G58","ncd_lri"
2016,"label_cause","G58","ncd_lri"
1999,"label_cause","G59","ncd_lri"
2000,"label_cause","G59","ncd_lri"
2001,"label_cause","G59","ncd_lri"
2002,"label_cause","G59","ncd_lri"
2003,"label_cause","G59","ncd_lri"
2004,"label_cause","G59","ncd_lri"
2005,"label_cause","G59","ncd_lri"
2006,"label_cause","G59","ncd_lri"
2007,"label_cause","G59","ncd_lri"
2008,"label_cause","G59","ncd_lri"
2009,"label_cause","G59","ncd_lri"
2010,"label_cause","G59","ncd_lri"
2011,"label_cause","G59","ncd_lri"
2012,"label_cause","G59","ncd_lri"
2013,"label_cause","G59","ncd_lri"
2014,"label_cause","G59","ncd_lri"
2015,"label_cause","G59","ncd_lri"
2016,"label_cause","G59","ncd_lri"
1999,"label_cause","G60","ncd_lri"
2000,"label_cause","G60","ncd_lri"
2001,"label_cause","G60","ncd_lri"
2002,"label_cause","G60","ncd_lri"
2003,"label_cause","G60","ncd_lri"
2004,"label_cause","G60","ncd_lri"
2005,"label_cause","G60","ncd_lri"
2006,"label_cause","G60","ncd_lri"
2007,"label_cause","G60","ncd_lri"
2008,"label_cause","G60","ncd_lri"
2009,"label_cause","G60","ncd_lri"
2010,"label_cause","G60","ncd_lri"
2011,"label_cause","G60","ncd_lri"
2012,"label_cause","G60","ncd_lri"
2013,"label_cause","G60","ncd_lri"
2014,"label_cause","G60","ncd_lri"
2015,"label_cause","G60","ncd_lri"
2016,"label_cause","G60","ncd_lri"
1999,"label_cause","G61","ncd_lri"
2000,"label_cause","G61","ncd_lri"
2001,"label_cause","G61","ncd_lri"
2002,"label_cause","G61","ncd_lri"
2003,"label_cause","G61","ncd_lri"
2004,"label_cause","G61","ncd_lri"
2005,"label_cause","G61","ncd_lri"
2006,"label_cause","G61","ncd_lri"
2007,"label_cause","G61","ncd_lri"
2008,"label_cause","G61","ncd_lri"
2009,"label_cause","G61","ncd_lri"
2010,"label_cause","G61","ncd_lri"
2011,"label_cause","G61","ncd_lri"
2012,"label_cause","G61","ncd_lri"
2013,"label_cause","G61","ncd_lri"
2014,"label_cause","G61","ncd_lri"
2015,"label_cause","G61","ncd_lri"
2016,"label_cause","G61","ncd_lri"
1999,"label_cause","G62","ncd_lri"
2000,"label_cause","G62","ncd_lri"
2001,"label_cause","G62","ncd_lri"
2002,"label_cause","G62","ncd_lri"
2003,"label_cause","G62","ncd_lri"
2004,"label_cause","G62","ncd_lri"
2005,"label_cause","G62","ncd_lri"
2006,"label_cause","G62","ncd_lri"
2007,"label_cause","G62","ncd_lri"
2008,"label_cause","G62","ncd_lri"
2009,"label_cause","G62","ncd_lri"
2010,"label_cause","G62","ncd_lri"
2011,"label_cause","G62","ncd_lri"
2012,"label_cause","G62","ncd_lri"
2013,"label_cause","G62","ncd_lri"
2014,"label_cause","G62","ncd_lri"
2015,"label_cause","G62","ncd_lri"
2016,"label_cause","G62","ncd_lri"
1999,"label_cause","G63","ncd_lri"
2000,"label_cause","G63","ncd_lri"
2001,"label_cause","G63","ncd_lri"
2002,"label_cause","G63","ncd_lri"
2003,"label_cause","G63","ncd_lri"
2004,"label_cause","G63","ncd_lri"
2005,"label_cause","G63","ncd_lri"
2006,"label_cause","G63","ncd_lri"
2007,"label_cause","G63","ncd_lri"
2008,"label_cause","G63","ncd_lri"
2009,"label_cause","G63","ncd_lri"
2010,"label_cause","G63","ncd_lri"
2011,"label_cause","G63","ncd_lri"
2012,"label_cause","G63","ncd_lri"
2013,"label_cause","G63","ncd_lri"
2014,"label_cause","G63","ncd_lri"
2015,"label_cause","G63","ncd_lri"
2016,"label_cause","G63","ncd_lri"
1999,"label_cause","G64","ncd_lri"
2000,"label_cause","G64","ncd_lri"
2001,"label_cause","G64","ncd_lri"
2002,"label_cause","G64","ncd_lri"
2003,"label_cause","G64","ncd_lri"
2004,"label_cause","G64","ncd_lri"
2005,"label_cause","G64","ncd_lri"
2006,"label_cause","G64","ncd_lri"
2007,"label_cause","G64","ncd_lri"
2008,"label_cause","G64","ncd_lri"
2009,"label_cause","G64","ncd_lri"
2010,"label_cause","G64","ncd_lri"
2011,"label_cause","G64","ncd_lri"
2012,"label_cause","G64","ncd_lri"
2013,"label_cause","G64","ncd_lri"
2014,"label_cause","G64","ncd_lri"
2015,"label_cause","G64","ncd_lri"
2016,"label_cause","G64","ncd_lri"
1999,"label_cause","G65","ncd_lri"
2000,"label_cause","G65","ncd_lri"
2001,"label_cause","G65","ncd_lri"
2002,"label_cause","G65","ncd_lri"
2003,"label_cause","G65","ncd_lri"
2004,"label_cause","G65","ncd_lri"
2005,"label_cause","G65","ncd_lri"
2006,"label_cause","G65","ncd_lri"
2007,"label_cause","G65","ncd_lri"
2008,"label_cause","G65","ncd_lri"
2009,"label_cause","G65","ncd_lri"
2010,"label_cause","G65","ncd_lri"
2011,"label_cause","G65","ncd_lri"
2012,"label_cause","G65","ncd_lri"
2013,"label_cause","G65","ncd_lri"
2014,"label_cause","G65","ncd_lri"
2015,"label_cause","G65","ncd_lri"
2016,"label_cause","G65","ncd_lri"
1999,"label_cause","G66","ncd_lri"
2000,"label_cause","G66","ncd_lri"
2001,"label_cause","G66","ncd_lri"
2002,"label_cause","G66","ncd_lri"
2003,"label_cause","G66","ncd_lri"
2004,"label_cause","G66","ncd_lri"
2005,"label_cause","G66","ncd_lri"
2006,"label_cause","G66","ncd_lri"
2007,"label_cause","G66","ncd_lri"
2008,"label_cause","G66","ncd_lri"
2009,"label_cause","G66","ncd_lri"
2010,"label_cause","G66","ncd_lri"
2011,"label_cause","G66","ncd_lri"
2012,"label_cause","G66","ncd_lri"
2013,"label_cause","G66","ncd_lri"
2014,"label_cause","G66","ncd_lri"
2015,"label_cause","G66","ncd_lri"
2016,"label_cause","G66","ncd_lri"
1999,"label_cause","G67","ncd_lri"
2000,"label_cause","G67","ncd_lri"
2001,"label_cause","G67","ncd_lri"
2002,"label_cause","G67","ncd_lri"
2003,"label_cause","G67","ncd_lri"
2004,"label_cause","G67","ncd_lri"
2005,"label_cause","G67","ncd_lri"
2006,"label_cause","G67","ncd_lri"
2007,"label_cause","G67","ncd_lri"
2008,"label_cause","G67","ncd_lri"
2009,"label_cause","G67","ncd_lri"
2010,"label_cause","G67","ncd_lri"
2011,"label_cause","G67","ncd_lri"
2012,"label_cause","G67","ncd_lri"
2013,"label_cause","G67","ncd_lri"
2014,"label_cause","G67","ncd_lri"
2015,"label_cause","G67","ncd_lri"
2016,"label_cause","G67","ncd_lri"
1999,"label_cause","G68","ncd_lri"
2000,"label_cause","G68","ncd_lri"
2001,"label_cause","G68","ncd_lri"
2002,"label_cause","G68","ncd_lri"
2003,"label_cause","G68","ncd_lri"
2004,"label_cause","G68","ncd_lri"
2005,"label_cause","G68","ncd_lri"
2006,"label_cause","G68","ncd_lri"
2007,"label_cause","G68","ncd_lri"
2008,"label_cause","G68","ncd_lri"
2009,"label_cause","G68","ncd_lri"
2010,"label_cause","G68","ncd_lri"
2011,"label_cause","G68","ncd_lri"
2012,"label_cause","G68","ncd_lri"
2013,"label_cause","G68","ncd_lri"
2014,"label_cause","G68","ncd_lri"
2015,"label_cause","G68","ncd_lri"
2016,"label_cause","G68","ncd_lri"
1999,"label_cause","G69","ncd_lri"
2000,"label_cause","G69","ncd_lri"
2001,"label_cause","G69","ncd_lri"
2002,"label_cause","G69","ncd_lri"
2003,"label_cause","G69","ncd_lri"
2004,"label_cause","G69","ncd_lri"
2005,"label_cause","G69","ncd_lri"
2006,"label_cause","G69","ncd_lri"
2007,"label_cause","G69","ncd_lri"
2008,"label_cause","G69","ncd_lri"
2009,"label_cause","G69","ncd_lri"
2010,"label_cause","G69","ncd_lri"
2011,"label_cause","G69","ncd_lri"
2012,"label_cause","G69","ncd_lri"
2013,"label_cause","G69","ncd_lri"
2014,"label_cause","G69","ncd_lri"
2015,"label_cause","G69","ncd_lri"
2016,"label_cause","G69","ncd_lri"
1999,"label_cause","G70","ncd_lri"
2000,"label_cause","G70","ncd_lri"
2001,"label_cause","G70","ncd_lri"
2002,"label_cause","G70","ncd_lri"
2003,"label_cause","G70","ncd_lri"
2004,"label_cause","G70","ncd_lri"
2005,"label_cause","G70","ncd_lri"
2006,"label_cause","G70","ncd_lri"
2007,"label_cause","G70","ncd_lri"
2008,"label_cause","G70","ncd_lri"
2009,"label_cause","G70","ncd_lri"
2010,"label_cause","G70","ncd_lri"
2011,"label_cause","G70","ncd_lri"
2012,"label_cause","G70","ncd_lri"
2013,"label_cause","G70","ncd_lri"
2014,"label_cause","G70","ncd_lri"
2015,"label_cause","G70","ncd_lri"
2016,"label_cause","G70","ncd_lri"
1999,"label_cause","G71","ncd_lri"
2000,"label_cause","G71","ncd_lri"
2001,"label_cause","G71","ncd_lri"
2002,"label_cause","G71","ncd_lri"
2003,"label_cause","G71","ncd_lri"
2004,"label_cause","G71","ncd_lri"
2005,"label_cause","G71","ncd_lri"
2006,"label_cause","G71","ncd_lri"
2007,"label_cause","G71","ncd_lri"
2008,"label_cause","G71","ncd_lri"
2009,"label_cause","G71","ncd_lri"
2010,"label_cause","G71","ncd_lri"
2011,"label_cause","G71","ncd_lri"
2012,"label_cause","G71","ncd_lri"
2013,"label_cause","G71","ncd_lri"
2014,"label_cause","G71","ncd_lri"
2015,"label_cause","G71","ncd_lri"
2016,"label_cause","G71","ncd_lri"
1999,"label_cause","G72","ncd_lri"
2000,"label_cause","G72","ncd_lri"
2001,"label_cause","G72","ncd_lri"
2002,"label_cause","G72","ncd_lri"
2003,"label_cause","G72","ncd_lri"
2004,"label_cause","G72","ncd_lri"
2005,"label_cause","G72","ncd_lri"
2006,"label_cause","G72","ncd_lri"
2007,"label_cause","G72","ncd_lri"
2008,"label_cause","G72","ncd_lri"
2009,"label_cause","G72","ncd_lri"
2010,"label_cause","G72","ncd_lri"
2011,"label_cause","G72","ncd_lri"
2012,"label_cause","G72","ncd_lri"
2013,"label_cause","G72","ncd_lri"
2014,"label_cause","G72","ncd_lri"
2015,"label_cause","G72","ncd_lri"
2016,"label_cause","G72","ncd_lri"
1999,"label_cause","G73","ncd_lri"
2000,"label_cause","G73","ncd_lri"
2001,"label_cause","G73","ncd_lri"
2002,"label_cause","G73","ncd_lri"
2003,"label_cause","G73","ncd_lri"
2004,"label_cause","G73","ncd_lri"
2005,"label_cause","G73","ncd_lri"
2006,"label_cause","G73","ncd_lri"
2007,"label_cause","G73","ncd_lri"
2008,"label_cause","G73","ncd_lri"
2009,"label_cause","G73","ncd_lri"
2010,"label_cause","G73","ncd_lri"
2011,"label_cause","G73","ncd_lri"
2012,"label_cause","G73","ncd_lri"
2013,"label_cause","G73","ncd_lri"
2014,"label_cause","G73","ncd_lri"
