"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"53 years"	"53"	"1990"	"1990"	2169906
	"53 years"	"53"	"1991"	"1991"	2284342
	"53 years"	"53"	"1992"	"1992"	2324729
	"53 years"	"53"	"1993"	"1993"	2360245
	"53 years"	"53"	"1994"	"1994"	2461316
	"53 years"	"53"	"1995"	"1995"	2595882
	"53 years"	"53"	"1996"	"1996"	2971683
	"53 years"	"53"	"1997"	"1997"	2831212
	"53 years"	"53"	"1998"	"1998"	2840167
	"53 years"	"53"	"1999"	"1999"	2785325
	"53 years"	"53"	"2000"	"2000"	3816136
	"54 years"	"54"	"1990"	"1990"	2193481
	"54 years"	"54"	"1991"	"1991"	2206498
	"54 years"	"54"	"1992"	"1992"	2325219
	"54 years"	"54"	"1993"	"1993"	2367774
	"54 years"	"54"	"1994"	"1994"	2404001
	"54 years"	"54"	"1995"	"1995"	2507878
	"54 years"	"54"	"1996"	"1996"	2645602
	"54 years"	"54"	"1997"	"1997"	3031224
	"54 years"	"54"	"1998"	"1998"	2889745
	"54 years"	"54"	"1999"	"1999"	2900567
	"54 years"	"54"	"2000"	"2000"	2861878
	"55 years"	"55"	"1990"	"1990"	2169429
	"55 years"	"55"	"1991"	"1991"	2143337
	"55 years"	"55"	"1992"	"1992"	2160410
	"55 years"	"55"	"1993"	"1993"	2281510
	"55 years"	"55"	"1994"	"1994"	2325621
	"55 years"	"55"	"1995"	"1995"	2365518
	"55 years"	"55"	"1996"	"1996"	2470980
	"55 years"	"55"	"1997"	"1997"	2611145
	"55 years"	"55"	"1998"	"1998"	2994615
	"55 years"	"55"	"1999"	"1999"	2859176
	"55 years"	"55"	"2000"	"2000"	2854393
	"56 years"	"56"	"1990"	"1990"	2059482
	"56 years"	"56"	"1991"	"1991"	2192820
	"56 years"	"56"	"1992"	"1992"	2157802
	"56 years"	"56"	"1993"	"1993"	2167642
	"56 years"	"56"	"1994"	"1994"	2278864
	"56 years"	"56"	"1995"	"1995"	2314396
	"56 years"	"56"	"1996"	"1996"	2344046
	"56 years"	"56"	"1997"	"1997"	2439854
	"56 years"	"56"	"1998"	"1998"	2568414
	"56 years"	"56"	"1999"	"1999"	2934509
	"56 years"	"56"	"2000"	"2000"	2817330
	"57 years"	"57"	"1990"	"1990"	2088237
	"57 years"	"57"	"1991"	"1991"	2065187
	"57 years"	"57"	"1992"	"1992"	2197520
	"57 years"	"57"	"1993"	"1993"	2162229
	"57 years"	"57"	"1994"	"1994"	2169418
	"57 years"	"57"	"1995"	"1995"	2279463
	"57 years"	"57"	"1996"	"1996"	2312452
	"57 years"	"57"	"1997"	"1997"	2341620
	"57 years"	"57"	"1998"	"1998"	2435237
	"57 years"	"57"	"1999"	"1999"	2561216
	"57 years"	"57"	"2000"	"2000"	2913690
	"58 years"	"58"	"1990"	"1990"	1975268
	"58 years"	"58"	"1991"	"1991"	1958273
	"58 years"	"58"	"1992"	"1992"	1950852
	"58 years"	"58"	"1993"	"1993"	2090636
	"58 years"	"58"	"1994"	"1994"	2069581
	"58 years"	"58"	"1995"	"1995"	2091303
	"58 years"	"58"	"1996"	"1996"	2211949
	"58 years"	"58"	"1997"	"1997"	2260218
	"58 years"	"58"	"1998"	"1998"	2303724
	"58 years"	"58"	"1999"	"1999"	2412512
	"58 years"	"58"	"2000"	"2000"	2580483
	"59 years"	"59"	"1990"	"1990"	2185743
	"59 years"	"59"	"1991"	"1991"	2083172
	"59 years"	"59"	"1992"	"1992"	2054316
	"59 years"	"59"	"1993"	"1993"	2034236
	"59 years"	"59"	"1994"	"1994"	2165482
	"59 years"	"59"	"1995"	"1995"	2131618
	"59 years"	"59"	"1996"	"1996"	2141273
	"59 years"	"59"	"1997"	"1997"	2252250
	"59 years"	"59"	"1998"	"1998"	2287457
	"59 years"	"59"	"1999"	"1999"	2317408
	"59 years"	"59"	"2000"	"2000"	2400041
	"60 years"	"60"	"1990"	"1990"	2155202
	"60 years"	"60"	"1991"	"1991"	2136556
	"60 years"	"60"	"1992"	"1992"	2045600
	"60 years"	"60"	"1993"	"1993"	2025891
	"60 years"	"60"	"1994"	"1994"	2014172
	"60 years"	"60"	"1995"	"1995"	2153524
	"60 years"	"60"	"1996"	"1996"	2129047
	"60 years"	"60"	"1997"	"1997"	2148377
	"60 years"	"60"	"1998"	"1998"	2269149
	"60 years"	"60"	"1999"	"1999"	2313430
	"60 years"	"60"	"2000"	"2000"	2337902
	"61 years"	"61"	"1990"	"1990"	2092965
	"61 years"	"61"	"1991"	"1991"	2102042
	"61 years"	"61"	"1992"	"1992"	2080951
	"61 years"	"61"	"1993"	"1993"	1988235
	"61 years"	"61"	"1994"	"1994"	1963894
	"61 years"	"61"	"1995"	"1995"	1949659
	"61 years"	"61"	"1996"	"1996"	2079936
	"61 years"	"61"	"1997"	"1997"	2052756
	"61 years"	"61"	"1998"	"1998"	2067462
	"61 years"	"61"	"1999"	"1999"	2178551
	"61 years"	"61"	"2000"	"2000"	2230218
	"62 years"	"62"	"1990"	"1990"	2141981
	"62 years"	"62"	"1991"	"1991"	2082428
	"62 years"	"62"	"1992"	"1992"	2094208
	"62 years"	"62"	"1993"	"1993"	2076248
	"62 years"	"62"	"1994"	"1994"	1985014
	"62 years"	"62"	"1995"	"1995"	1963465
	"62 years"	"62"	"1996"	"1996"	1950949
	"62 years"	"62"	"1997"	"1997"	2084414
	"62 years"	"62"	"1998"	"1998"	2059970
	"62 years"	"62"	"1999"	"1999"	2076327
	"62 years"	"62"	"2000"	"2000"	2190359
	"63 years"	"63"	"1990"	"1990"	2110263
	"63 years"	"63"	"1991"	"1991"	2147688
	"63 years"	"63"	"1992"	"1992"	2087253
	"63 years"	"63"	"1993"	"1993"	2097856
	"63 years"	"63"	"1994"	"1994"	2077702
	"63 years"	"63"	"1995"	"1995"	1985401
	"63 years"	"63"	"1996"	"1996"	1961449
	"63 years"	"63"	"1997"	"1997"	1948570
	"63 years"	"63"	"1998"	"1998"	2081451
	"63 years"	"63"	"1999"	"1999"	2054965
	"63 years"	"63"	"2000"	"2000"	2069449
	"64 years"	"64"	"1990"	"1990"	2123071
	"64 years"	"64"	"1991"	"1991"	2134358
	"64 years"	"64"	"1992"	"1992"	2169146
	"64 years"	"64"	"1993"	"1993"	2103988
	"64 years"	"64"	"1994"	"1994"	2109389
	"64 years"	"64"	"1995"	"1995"	2085675
	"64 years"	"64"	"1996"	"1996"	1987905
	"64 years"	"64"	"1997"	"1997"	1960107
	"64 years"	"64"	"1998"	"1998"	1943476
	"64 years"	"64"	"1999"	"1999"	2069932
	"64 years"	"64"	"2000"	"2000"	2035201
	"65 years"	"65"	"1990"	"1990"	2120737
	"65 years"	"65"	"1991"	"1991"	2073172
	"65 years"	"65"	"1992"	"1992"	2086548
	"65 years"	"65"	"1993"	"1993"	2122724
	"65 years"	"65"	"1994"	"1994"	2060387
	"65 years"	"65"	"1995"	"1995"	2068210
	"65 years"	"65"	"1996"	"1996"	2046644
	"65 years"	"65"	"1997"	"1997"	1953482
	"65 years"	"65"	"1998"	"1998"	1928407
	"65 years"	"65"	"1999"	"1999"	1913454
	"65 years"	"65"	"2000"	"2000"	2039337
	"66 years"	"66"	"1990"	"1990"	2056074
	"66 years"	"66"	"1991"	"1991"	2067018
	"66 years"	"66"	"1992"	"1992"	2023843
	"66 years"	"66"	"1993"	"1993"	2039966
	"66 years"	"66"	"1994"	"1994"	2077858
	"66 years"	"66"	"1995"	"1995"	2019570
	"66 years"	"66"	"1996"	"1996"	2029293
	"66 years"	"66"	"1997"	"1997"	2010708
	"66 years"	"66"	"1998"	"1998"	1920478
	"66 years"	"66"	"1999"	"1999"	1896361
	"66 years"	"66"	"2000"	"2000"	1876784
	"67 years"	"67"	"1990"	"1990"	2000161
	"67 years"	"67"	"1991"	"1991"	2027159
	"67 years"	"67"	"1992"	"1992"	2041446
	"67 years"	"67"	"1993"	"1993"	2001902
	"67 years"	"67"	"1994"	"1994"	2020305
	"67 years"	"67"	"1995"	"1995"	2062202
	"67 years"	"67"	"1996"	"1996"	2007390
	"67 years"	"67"	"1997"	"1997"	2020810
	"67 years"	"67"	"1998"	"1998"	2005513
	"67 years"	"67"	"1999"	"1999"	1916683
	"67 years"	"67"	"2000"	"2000"	1882892
	"68 years"	"68"	"1990"	"1990"	1961341
	"68 years"	"68"	"1991"	"1991"	1912345
	"68 years"	"68"	"1992"	"1992"	1938566
	"68 years"	"68"	"1993"	"1993"	1952473
	"68 years"	"68"	"1994"	"1994"	1913812
	"68 years"	"68"	"1995"	"1995"	1933312
	"68 years"	"68"	"1996"	"1996"	1972804
	"68 years"	"68"	"1997"	"1997"	1920710
	"68 years"	"68"	"1998"	"1998"	1933965
	"68 years"	"68"	"1999"	"1999"	1917811
	"68 years"	"68"	"2000"	"2000"	1867764
	"69 years"	"69"	"1990"	"1990"	1940610
	"69 years"	"69"	"1991"	"1991"	1958672
	"69 years"	"69"	"1992"	"1992"	1905169
	"69 years"	"69"	"1993"	"1993"	1926714
	"69 years"	"69"	"1994"	"1994"	1935364
	"69 years"	"69"	"1995"	"1995"	1893191
	"69 years"	"69"	"1996"	"1996"	1907956
	"69 years"	"69"	"1997"	"1997"	1944120
	"69 years"	"69"	"1998"	"1998"	1888902
	"69 years"	"69"	"1999"	"1999"	1897189
	"69 years"	"69"	"2000"	"2000"	1857132
	"70 years"	"70"	"1990"	"1990"	1785637
	"70 years"	"70"	"1991"	"1991"	1892156
	"70 years"	"70"	"1992"	"1992"	1913049
	"70 years"	"70"	"1993"	"1993"	1864221
	"70 years"	"70"	"1994"	"1994"	1888121
	"70 years"	"70"	"1995"	"1995"	1900607
	"70 years"	"70"	"1996"	"1996"	1863251
	"70 years"	"70"	"1997"	"1997"	1882546
	"70 years"	"70"	"1998"	"1998"	1922504
	"70 years"	"70"	"1999"	"1999"	1872535
	"70 years"	"70"	"2000"	"2000"	1884298
	"71 years"	"71"	"1990"	"1990"	1684943
	"71 years"	"71"	"1991"	"1991"	1728116
	"71 years"	"71"	"1992"	"1992"	1828861
	"71 years"	"71"	"1993"	"1993"	1845446
	"71 years"	"71"	"1994"	"1994"	1793292
	"71 years"	"71"	"1995"	"1995"	1813884
	"71 years"	"71"	"1996"	"1996"	1821327
	"71 years"	"71"	"1997"	"1997"	1781503
	"71 years"	"71"	"1998"	"1998"	1796192
	"71 years"	"71"	"1999"	"1999"	1830815
	"71 years"	"71"	"2000"	"2000"	1788317
	"72 years"	"72"	"1990"	"1990"	1606680
	"72 years"	"72"	"1991"	"1991"	1645240
	"72 years"	"72"	"1992"	"1992"	1686834
	"72 years"	"72"	"1993"	"1993"	1785331
	"72 years"	"72"	"1994"	"1994"	1800022
	"72 years"	"72"	"1995"	"1995"	1750051
	"72 years"	"72"	"1996"	"1996"	1768882
	"72 years"	"72"	"1997"	"1997"	1776000
	"72 years"	"72"	"1998"	"1998"	1737458
	"72 years"	"72"	"1999"	"1999"	1751382
	"72 years"	"72"	"2000"	"2000"	1781935
	"73 years"	"73"	"1990"	"1990"	1498595
	"73 years"	"73"	"1991"	"1991"	1524970
	"73 years"	"73"	"1992"	"1992"	1570301
	"73 years"	"73"	"1993"	"1993"	1617580
	"73 years"	"73"	"1994"	"1994"	1719000
	"73 years"	"73"	"1995"	"1995"	1742939
	"73 years"	"73"	"1996"	"1996"	1701901
	"73 years"	"73"	"1997"	"1997"	1728567
	"73 years"	"73"	"1998"	"1998"	1744445
	"73 years"	"73"	"1999"	"1999"	1714390
	"73 years"	"73"	"2000"	"2000"	1735378
	"74 years"	"74"	"1990"	"1990"	1449208
	"74 years"	"74"	"1991"	"1991"	1465056
	"74 years"	"74"	"1992"	"1992"	1491402
	"74 years"	"74"	"1993"	"1993"	1536262
	"74 years"	"74"	"1994"	"1994"	1581630
	"74 years"	"74"	"1995"	"1995"	1682122
	"74 years"	"74"	"1996"	"1996"	1705040
	"74 years"	"74"	"1997"	"1997"	1665428
	"74 years"	"74"	"1998"	"1998"	1692383
	"74 years"	"74"	"1999"	"1999"	1708289
	"74 years"	"74"	"2000"	"2000"	1670100
	"75 years"	"75"	"1990"	"1990"	1404203
	"75 years"	"75"	"1991"	"1991"	1413664
	"75 years"	"75"	"1992"	"1992"	1428664
	"75 years"	"75"	"1993"	"1993"	1452509
	"75 years"	"75"	"1994"	"1994"	1493140
	"75 years"	"75"	"1995"	"1995"	1536466
	"75 years"	"75"	"1996"	"1996"	1631594
	"75 years"	"75"	"1997"	"1997"	1652142
	"75 years"	"75"	"1998"	"1998"	1613030
	"75 years"	"75"	"1999"	"1999"	1637734
	"75 years"	"75"	"2000"	"2000"	1649707
	"76 years"	"76"	"1990"	"1990"	1299109
	"76 years"	"76"	"1991"	"1991"	1338326
	"76 years"	"76"	"1992"	"1992"	1347350
	"76 years"	"76"	"1993"	"1993"	1361808
	"76 years"	"76"	"1994"	"1994"	1383961
	"76 years"	"76"	"1995"	"1995"	1424088
	"76 years"	"76"	"1996"	"1996"	1465185
	"76 years"	"76"	"1997"	"1997"	1556046
	"76 years"	"76"	"1998"	"1998"	1576460
	"76 years"	"76"	"1999"	"1999"	1539287
	"76 years"	"76"	"2000"	"2000"	1568457
	"77 years"	"77"	"1990"	"1990"	1230704
	"77 years"	"77"	"1991"	"1991"	1245951
	"77 years"	"77"	"1992"	"1992"	1281680
	"77 years"	"77"	"1993"	"1993"	1288840
	"77 years"	"77"	"1994"	"1994"	1300381
	"77 years"	"77"	"1995"	"1995"	1321478
	"77 years"	"77"	"1996"	"1996"	1357586
	"77 years"	"77"	"1997"	"1997"	1395475
	"77 years"	"77"	"1998"	"1998"	1481217
	"77 years"	"77"	"1999"	"1999"	1499362
	"77 years"	"77"	"2000"	"2000"	1472736
	"78 years"	"78"	"1990"	"1990"	1148210
	"78 years"	"78"	"1991"	"1991"	1198775
	"78 years"	"78"	"1992"	"1992"	1209805
	"78 years"	"78"	"1993"	"1993"	1240505
	"78 years"	"78"	"1994"	"1994"	1242310
	"78 years"	"78"	"1995"	"1995"	1250734
	"78 years"	"78"	"1996"	"1996"	1266429
	"78 years"	"78"	"1997"	"1997"	1296971
	"78 years"	"78"	"1998"	"1998"	1329494
	"78 years"	"78"	"1999"	"1999"	1407240
	"78 years"	"78"	"2000"	"2000"	1417670
	"79 years"	"79"	"1990"	"1990"	1064770
	"79 years"	"79"	"1991"	"1991"	1085352
	"79 years"	"79"	"1992"	"1992"	1133146
	"79 years"	"79"	"1993"	"1993"	1143537
	"79 years"	"79"	"1994"	"1994"	1171770
	"79 years"	"79"	"1995"	"1995"	1175116
	"79 years"	"79"	"1996"	"1996"	1182894
	"79 years"	"79"	"1997"	"1997"	1198196
	"79 years"	"79"	"1998"	"1998"	1227917
	"79 years"	"79"	"1999"	"1999"	1258983
	"79 years"	"79"	"2000"	"2000"	1330049
	"80 years"	"80"	"1990"	"1990"	953035
	"80 years"	"80"	"1991"	"1991"	978711
	"80 years"	"80"	"1992"	"1992"	1005000
	"80 years"	"80"	"1993"	"1993"	1055732
	"80 years"	"80"	"1994"	"1994"	1071912
	"80 years"	"80"	"1995"	"1995"	1106839
	"80 years"	"80"	"1996"	"1996"	1116525
	"80 years"	"80"	"1997"	"1997"	1130912
	"80 years"	"80"	"1998"	"1998"	1153176
	"80 years"	"80"	"1999"	"1999"	1189382
	"80 years"	"80"	"2000"	"2000"	1229253
	"81 years"	"81"	"1990"	"1990"	863829
	"81 years"	"81"	"1991"	"1991"	884929
	"81 years"	"81"	"1992"	"1992"	905785
	"81 years"	"81"	"1993"	"1993"	927460
	"81 years"	"81"	"1994"	"1994"	970610
	"81 years"	"81"	"1995"	"1995"	983987
	"81 years"	"81"	"1996"	"1996"	1012769
	"81 years"	"81"	"1997"	"1997"	1018872
	"81 years"	"81"	"1998"	"1998"	1029595
	"81 years"	"81"	"1999"	"1999"	1047265
	"81 years"	"81"	"2000"	"2000"	1066141
	"82 years"	"82"	"1990"	"1990"	788454
	"82 years"	"82"	"1991"	"1991"	802882
	"82 years"	"82"	"1992"	"1992"	823425
	"82 years"	"82"	"1993"	"1993"	844765
	"82 years"	"82"	"1994"	"1994"	865753
	"82 years"	"82"	"1995"	"1995"	909049
	"82 years"	"82"	"1996"	"1996"	922919
	"82 years"	"82"	"1997"	"1997"	951866
	"82 years"	"82"	"1998"	"1998"	959834
	"82 years"	"82"	"1999"	"1999"	972176
	"82 years"	"82"	"2000"	"2000"	1002304
	"83 years"	"83"	"1990"	"1990"	705351
	"83 years"	"83"	"1991"	"1991"	736789
	"83 years"	"83"	"1992"	"1992"	748469
	"83 years"	"83"	"1993"	"1993"	765197
	"83 years"	"83"	"1994"	"1994"	781779
	"83 years"	"83"	"1995"	"1995"	799663
	"83 years"	"83"	"1996"	"1996"	836505
	"83 years"	"83"	"1997"	"1997"	846282
	"83 years"	"83"	"1998"	"1998"	870521
	"83 years"	"83"	"1999"	"1999"	875092
	"83 years"	"83"	"2000"	"2000"	884002
	"84 years"	"84"	"1990"	"1990"	626028
	"84 years"	"84"	"1991"	"1991"	643202
	"84 years"	"84"	"1992"	"1992"	671991
	"84 years"	"84"	"1993"	"1993"	683273
	"84 years"	"84"	"1994"	"1994"	698364
	"84 years"	"84"	"1995"	"1995"	715074
	"84 years"	"84"	"1996"	"1996"	731263
	"84 years"	"84"	"1997"	"1997"	765449
	"84 years"	"84"	"1998"	"1998"	775133
	"84 years"	"84"	"1999"	"1999"	798393
	"84 years"	"84"	"2000"	"2000"	802840
	"85+ years"	"85+"	"1990"	"1990"	3059600
	"85+ years"	"85+"	"1991"	"1991"	3189139
	"85+ years"	"85+"	"1992"	"1992"	3314660
	"85+ years"	"85+"	"1993"	"1993"	3445566
	"85+ years"	"85+"	"1994"	"1994"	3561032
	"85+ years"	"85+"	"1995"	"1995"	3680722
	"85+ years"	"85+"	"1996"	"1996"	3794892
	"85+ years"	"85+"	"1997"	"1997"	3905476
	"85+ years"	"85+"	"1998"	"1998"	4032535
	"85+ years"	"85+"	"1999"	"1999"	4154018
	"85+ years"	"85+"	"2000"	"2000"	4262472
"---"
"Dataset: Bridged-Race Population Estimates 1990-2016"
"Query Parameters:"
"Yearly July 1st Estimates: 1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000"
"Group By: Age; Yearly July 1st Estimates"
"Show Totals: False"
"Show Zero Values: False"
"Data Table: Default"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/bridged-race.html for more information."
"---"
"Query Date: Jun 18, 2021 10:45:32 AM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Bridged-Race Population Estimates, United States July 1st resident"
"population by state, county, age, sex, bridged-race, and Hispanic origin. Compiled from 1990-1999 bridged-race intercensal"
"population estimates (released by NCHS on 7/26/2004); revised bridged-race 2000-2009 intercensal population estimates (released"
"by NCHS on 10/26/2012); and bridged-race Vintage 2016 (2010-2016) postcensal population estimates (released by NCHS on"
"6/26/2017). Available on CDC WONDER Online Database. Accessed at http://wonder.cdc.gov/bridged-race-v2016.html on Jun 18, 2021"
"10:45:32 AM"
"---"
Footnotes:
"1. Estimates for 1990-1999 are bridged-race intercensal population estimates of the July 1 resident population. Estimates for"
"2000-2009 are revised bridged-race intercensal estimates of the July 1 resident population. Estimates for 2010-2016 are"
"bridged-race Vintage 2016 postcensal estimates of the July 1 resident population. These estimates were prepared by the Census"
"Bureau in collaboration with NCHS."
"---"
Caveats:
