"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Ethnicity"	"Ethnicity Code"	"Race"	"Race Code"	Population
	"28 years"	"28"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2195230
	"28 years"	"28"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	701420
	"28 years"	"28"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2264340
	"28 years"	"28"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	712766
	"28 years"	"28"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2302957
	"28 years"	"28"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	722897
	"28 years"	"28"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2373100
	"28 years"	"28"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	763164
	"28 years"	"28"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2495085
	"28 years"	"28"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	763896
	"28 years"	"28"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2522646
	"28 years"	"28"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	777635
	"28 years"	"28"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2500203
	"28 years"	"28"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	776023
	"28 years"	"28"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2501202
	"28 years"	"28"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	763309
	"28 years"	"28"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2463222
	"28 years"	"28"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	787928
	"28 years"	"28"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2548692
	"28 years"	"28"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	784708
	"28 years"	"28"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2526322
	"28 years"	"28"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	782796
	"28 years"	"28"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2510679
	"28 years"	"28"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	797653
	"28 years"	"28"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2545185
	"29 years"	"29"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	630918
	"29 years"	"29"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2710789
	"29 years"	"29"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	642807
	"29 years"	"29"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2478168
	"29 years"	"29"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	654906
	"29 years"	"29"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2292581
	"29 years"	"29"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	662061
	"29 years"	"29"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2211533
	"29 years"	"29"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	694156
	"29 years"	"29"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2265183
	"29 years"	"29"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	699203
	"29 years"	"29"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2170999
	"29 years"	"29"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	711734
	"29 years"	"29"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2236656
	"29 years"	"29"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	721986
	"29 years"	"29"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2270220
	"29 years"	"29"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	732227
	"29 years"	"29"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2335935
	"29 years"	"29"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	771674
	"29 years"	"29"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2451816
	"29 years"	"29"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	769691
	"29 years"	"29"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2483887
	"29 years"	"29"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	781753
	"29 years"	"29"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2501590
	"29 years"	"29"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	779715
	"29 years"	"29"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2505125
	"29 years"	"29"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	766818
	"29 years"	"29"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2466251
	"29 years"	"29"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	792713
	"29 years"	"29"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2551858
	"29 years"	"29"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	789987
	"29 years"	"29"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2530607
	"29 years"	"29"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	788055
	"29 years"	"29"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2513764
	"30 years"	"30"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	637978
	"30 years"	"30"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2795339
	"30 years"	"30"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	642660
	"30 years"	"30"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2711131
	"30 years"	"30"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	655931
	"30 years"	"30"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2486536
	"30 years"	"30"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	668489
	"30 years"	"30"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2306127
	"30 years"	"30"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	677314
	"30 years"	"30"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2237329
	"30 years"	"30"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	712667
	"30 years"	"30"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2298077
	"30 years"	"30"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	720069
	"30 years"	"30"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2211910
	"30 years"	"30"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	733381
	"30 years"	"30"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2285225
	"30 years"	"30"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	745672
	"30 years"	"30"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2328519
	"30 years"	"30"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	757019
	"30 years"	"30"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2403589
	"30 years"	"30"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	794891
	"30 years"	"30"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2515965
	"30 years"	"30"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	773147
	"30 years"	"30"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2484900
	"30 years"	"30"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	784826
	"30 years"	"30"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2504456
	"30 years"	"30"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	782808
	"30 years"	"30"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2507706
	"30 years"	"30"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	771432
	"30 years"	"30"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2469203
	"30 years"	"30"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	797573
	"30 years"	"30"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2555176
	"30 years"	"30"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	794891
	"30 years"	"30"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2533507
	"31 years"	"31"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	591586
	"31 years"	"31"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2669518
	"31 years"	"31"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	644380
	"31 years"	"31"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2786909
	"31 years"	"31"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	645627
	"31 years"	"31"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2696828
	"31 years"	"31"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	654186
	"31 years"	"31"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2467745
	"31 years"	"31"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	663210
	"31 years"	"31"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2289531
	"31 years"	"31"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	669289
	"31 years"	"31"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2216084
	"31 years"	"31"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	700426
	"31 years"	"31"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2273593
	"31 years"	"31"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	703031
	"31 years"	"31"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2183551
	"31 years"	"31"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	712167
	"31 years"	"31"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2252312
	"31 years"	"31"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	719230
	"31 years"	"31"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2291045
	"31 years"	"31"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	734908
	"31 years"	"31"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2375915
	"31 years"	"31"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	798422
	"31 years"	"31"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2516252
	"31 years"	"31"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	775922
	"31 years"	"31"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2487335
	"31 years"	"31"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	787670
	"31 years"	"31"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2506281
	"31 years"	"31"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	786937
	"31 years"	"31"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2509929
	"31 years"	"31"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	776053
	"31 years"	"31"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2471879
	"31 years"	"31"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	802080
	"31 years"	"31"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2557089
	"32 years"	"32"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	582712
	"32 years"	"32"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2619760
	"32 years"	"32"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	599999
	"32 years"	"32"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2671374
	"32 years"	"32"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	654057
	"32 years"	"32"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2793928
	"32 years"	"32"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	655799
	"32 years"	"32"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2708588
	"32 years"	"32"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	665918
	"32 years"	"32"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2490006
	"32 years"	"32"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	677203
	"32 years"	"32"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2314600
	"32 years"	"32"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	685149
	"32 years"	"32"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2247128
	"32 years"	"32"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	717346
	"32 years"	"32"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2310342
	"32 years"	"32"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	721512
	"32 years"	"32"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2224894
	"32 years"	"32"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	731678
	"32 years"	"32"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2300425
	"32 years"	"32"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	735189
	"32 years"	"32"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2328890
	"32 years"	"32"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	738318
	"32 years"	"32"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2375557
	"32 years"	"32"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	801037
	"32 years"	"32"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2518013
	"32 years"	"32"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	778628
	"32 years"	"32"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2488833
	"32 years"	"32"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	791456
	"32 years"	"32"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2507669
	"32 years"	"32"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	791191
	"32 years"	"32"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2511682
	"32 years"	"32"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	780286
	"32 years"	"32"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2473046
	"33 years"	"33"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	561017
	"33 years"	"33"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2676926
	"33 years"	"33"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	589389
	"33 years"	"33"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2619875
	"33 years"	"33"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	605842
	"33 years"	"33"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2669768
	"33 years"	"33"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	657860
	"33 years"	"33"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2789609
	"33 years"	"33"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	658895
	"33 years"	"33"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2709261
	"33 years"	"33"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	668897
	"33 years"	"33"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2489749
	"33 years"	"33"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	679685
	"33 years"	"33"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2315251
	"33 years"	"33"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	685967
	"33 years"	"33"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2246869
	"33 years"	"33"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	717005
	"33 years"	"33"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2310409
	"33 years"	"33"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	719598
	"33 years"	"33"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2224522
	"33 years"	"33"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	730658
	"33 years"	"33"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2304516
	"33 years"	"33"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	737812
	"33 years"	"33"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2328695
	"33 years"	"33"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	740516
	"33 years"	"33"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2376651
	"33 years"	"33"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	803041
	"33 years"	"33"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2518987
	"33 years"	"33"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	781656
	"33 years"	"33"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2489744
	"33 years"	"33"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	794866
	"33 years"	"33"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2508865
	"33 years"	"33"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	794570
	"33 years"	"33"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2512413
	"34 years"	"34"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	564310
	"34 years"	"34"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2765307
	"34 years"	"34"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	567283
	"34 years"	"34"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2676615
	"34 years"	"34"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	595093
	"34 years"	"34"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2618073
	"34 years"	"34"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	610354
	"34 years"	"34"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2665830
	"34 years"	"34"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	661712
	"34 years"	"34"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2789601
	"34 years"	"34"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	663302
	"34 years"	"34"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2707936
	"34 years"	"34"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	673312
	"34 years"	"34"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2490459
	"34 years"	"34"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	682874
	"34 years"	"34"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2314978
	"34 years"	"34"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	688806
	"34 years"	"34"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2246707
	"34 years"	"34"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	718787
	"34 years"	"34"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2310021
	"34 years"	"34"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	720686
	"34 years"	"34"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2224841
	"34 years"	"34"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	733058
	"34 years"	"34"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2303933
	"34 years"	"34"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	739939
	"34 years"	"34"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2329675
	"34 years"	"34"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	742408
	"34 years"	"34"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2376994
	"34 years"	"34"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	805902
	"34 years"	"34"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2519252
	"34 years"	"34"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	784948
	"34 years"	"34"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2490346
	"34 years"	"34"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	798014
	"34 years"	"34"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2508735
	"35 years"	"35"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	573704
	"35 years"	"35"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	3009014
	"35 years"	"35"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	570755
	"35 years"	"35"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2766030
	"35 years"	"35"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	574673
	"35 years"	"35"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2676949
	"35 years"	"35"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	602614
	"35 years"	"35"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2617698
	"35 years"	"35"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	619131
	"35 years"	"35"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2670244
	"35 years"	"35"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	672729
	"35 years"	"35"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2793448
	"35 years"	"35"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	675987
	"35 years"	"35"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2714499
	"35 years"	"35"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	686559
	"35 years"	"35"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2497018
	"35 years"	"35"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	697495
	"35 years"	"35"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2321747
	"35 years"	"35"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	704125
	"35 years"	"35"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2253584
	"35 years"	"35"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	731544
