"FIPS.code","rural_urban_class","fromYear"
31167,3,2000
31167,3,1990
31169,3,2000
31169,3,1990
31171,3,2000
31171,3,1990
31175,3,2000
31175,3,1990
31177,2,2000
31177,2,1990
31179,3,2000
31173,3,2000
31173,3,1990
31179,3,1990
31181,3,2000
31181,3,1990
31183,3,2000
31183,3,1990
32001,3,2000
32021,3,2000
32001,3,1990
32021,3,1990
32003,1,2000
32017,1,2000
32003,1,1990
32017,1,1990
32005,3,2000
32005,3,1990
32007,3,2000
32033,3,2000
32007,3,1990
32033,3,1990
32009,3,2000
32009,3,1990
32011,3,2000
32011,3,1990
32013,3,2000
32015,3,2000
32013,3,1990
32015,3,1990
32019,3,2000
32029,3,2000
32019,3,1990
32029,3,1990
32023,3,2000
32023,3,1990
32031,2,2000
32027,2,2000
32027,2,1990
32031,2,1990
32510,2,2000
32510,2,1990
33001,3,2000
33001,3,1990
33005,3,2000
33005,3,1990
33007,3,2000
33007,3,1990
33009,3,2000
33009,3,1990
33011,2,2000
33011,2,1990
33019,3,2000
33019,3,1990
33015,1,2000
33013,1,2000
33013,1,1990
33015,1,1990
33017,1,2000
33003,1,2000
33003,1,1990
33017,1,1990
34001,2,2000
34001,2,1990
34003,1,2000
34017,1,2000
34003,1,1990
34017,1,1990
34005,1,2000
34005,1,1990
34007,1,2000
34015,1,2000
34007,1,1990
34015,1,1990
34009,2,2000
34009,2,1990
34011,2,2000
34011,2,1990
34013,1,2000
34031,1,2000
34039,1,2000
34013,1,1990
34031,1,1990
34039,1,1990
34033,1,2000
34033,1,1990
34023,1,2000
34025,1,2000
34023,1,1990
34025,1,1990
34029,1,2000
34021,1,2000
34021,1,1990
34029,1,1990
34027,1,2000
34037,1,2000
34035,1,2000
34027,1,1990
34035,1,1990
34037,1,1990
34019,1,2000
34019,1,1990
34041,2,2000
34041,2,1990
35001,2,2000
35049,2,2000
35043,2,2000
35001,2,1990
35043,2,1990
35049,2,1990
35005,3,2000
35041,3,2000
35015,3,2000
35005,3,1990
35015,3,1990
35041,3,1990
35006,3,2000
35006,3,1990
35007,3,2000
35007,3,1990
35009,3,2000
35009,3,1990
35011,3,2000
35011,3,1990
35013,2,2000
35013,2,1990
35017,3,2000
35023,3,2000
35029,3,2000
35017,3,1990
35023,3,1990
35029,3,1990
35019,3,2000
35019,3,1990
35021,3,2000
35021,3,1990
35025,3,2000
35025,3,1990
35053,3,2000
35027,3,2000
35027,3,1990
35053,3,1990
35028,3,2000
35028,3,1990
35031,3,2000
35031,3,1990
35035,3,2000
35035,3,1990
35037,3,2000
35037,3,1990
35045,2,2000
35045,2,1990
35047,3,2000
35033,3,2000
35033,3,1990
35047,3,1990
35039,2,2000
35039,2,1990
35051,3,2000
35003,3,2000
35003,3,1990
35051,3,1990
35055,3,2000
35055,3,1990
35057,2,2000
35057,2,1990
35059,3,2000
35059,3,1990
35061,2,2000
35061,2,1990
36001,2,2000
36039,2,2000
36093,2,2000
36001,2,1990
36039,2,1990
36093,2,1990
36003,3,2000
36121,3,2000
36003,3,1990
36121,3,1990
36005,1,2000
36005,1,1990
36007,2,2000
36007,2,1990
36011,3,2000
36011,3,1990
36013,3,2000
36009,3,2000
36009,3,1990
36013,3,1990
36015,2,2000
36015,2,1990
36017,3,2000
36017,3,1990
36019,3,2000
36019,3,1990
36021,3,2000
36021,3,1990
36023,3,2000
36023,3,1990
36027,1,2000
36027,1,1990
36029,1,2000
36029,1,1990
36031,3,2000
36031,3,1990
36033,3,2000
36033,3,1990
36035,3,2000
36035,3,1990
36077,2,2000
36077,2,1990
36045,2,2000
36045,2,1990
36047,1,2000
36047,1,1990
36049,3,2000
36049,3,1990
36037,1,2000
36037,1,1990
36053,2,2000
36053,2,1990
36055,1,2000
36055,1,1990
36059,1,2000
36059,1,1990
36061,1,2000
36061,1,1990
36063,1,2000
36063,1,1990
36065,2,2000
36043,2,2000
36043,2,1990
36065,2,1990
36067,2,2000
36067,2,1990
36069,1,2000
36051,1,2000
36051,1,1990
36069,1,1990
36071,1,2000
36105,1,2000
36071,1,1990
36105,1,1990
36073,1,2000
36073,1,1990
36075,2,2000
36075,2,1990
36025,3,2000
36025,3,1990
36079,1,2000
36079,1,1990
36081,1,2000
36081,1,1990
36083,2,2000
36083,2,1990
36085,1,2000
36085,1,1990
36087,1,2000
36087,1,1990
36089,3,2000
36041,3,2000
36041,3,1990
36089,3,1990
36091,2,2000
36091,2,1990
36057,2,2000
36057,2,1990
36095,2,2000
36095,2,1990
36099,3,2000
36099,3,1990
36101,3,2000
36101,3,1990
36103,1,2000
36103,1,1990
36107,2,2000
36107,2,1990
36109,2,2000
36097,2,2000
36097,2,1990
36109,2,1990
36111,2,2000
36111,2,1990
36113,2,2000
36113,2,1990
36115,2,2000
36115,2,1990
36117,1,2000
36117,1,1990
36119,1,2000
36119,1,1990
36123,1,2000
36123,1,1990
37001,2,2000
37033,2,2000
37001,2,1990
37033,2,1990
37007,3,2000
37007,3,1990
37005,3,2000
37005,3,1990
37013,3,2000
37013,3,1990
37015,3,2000
37015,3,1990
37017,3,2000
37017,3,1990
37019,2,2000
37019,2,1990
37021,2,2000
37089,2,2000
37087,2,2000
37115,2,2000
37111,2,2000
37161,2,2000
37021,2,1990
37087,2,1990
37089,2,1990
37111,2,1990
37115,2,1990
37161,2,1990
37027,2,2000
37011,2,2000
37011,2,1990
37027,2,1990
37029,3,2000
37029,3,1990
37031,3,2000
37031,3,1990
37035,2,2000
37023,2,2000
37109,2,2000
37023,2,1990
37035,2,1990
37109,2,1990
37039,3,2000
37039,3,1990
37041,3,2000
37041,3,1990
37043,3,2000
37043,3,1990
37047,3,2000
37047,3,1990
37049,2,2000
37103,2,2000
37049,2,1990
37103,2,1990
37051,2,2000
37051,2,1990
37053,1,2000
37053,1,1990
37055,3,2000
37055,3,1990
37057,2,2000
37057,2,1990
37059,2,2000
37059,2,1990
37135,2,2000
37135,2,1990
37065,2,2000
37065,2,1990
37067,2,2000
37067,2,1990
37069,1,2000
37069,1,1990
37071,1,2000
37045,1,2000
37045,1,1990
37071,1,1990
37073,1,2000
37073,1,1990
37075,3,2000
37075,3,1990
37077,3,2000
37077,3,1990
37079,3,2000
37079,3,1990
37081,2,2000
37157,2,2000
37081,2,1990
37157,2,1990
37083,3,2000
37083,3,1990
37105,3,2000
37105,3,1990
37091,3,2000
37091,3,1990
37093,2,2000
37093,2,1990
37095,3,2000
37095,3,1990
37097,1,2000
37193,1,2000
37003,1,2000
37003,1,1990
37097,1,1990
37193,1,1990
37173,3,2000
37099,3,2000
37099,3,1990
37173,3,1990
37107,3,2000
37107,3,1990
37121,3,2000
37121,3,1990
37113,3,2000
37113,3,1990
37199,2,2000
37199,2,1990
37117,3,2000
37117,3,1990
37119,1,2000
37025,1,2000
37025,1,1990
37119,1,1990
37123,3,2000
37123,3,1990
37125,3,2000
37125,3,1990
37127,2,2000
37195,2,2000
37127,2,1990
37195,2,1990
37129,2,2000
37129,2,1990
37131,3,2000
37131,3,1990
37133,2,2000
37061,2,2000
37061,2,1990
37133,2,1990
37137,2,2000
37137,2,1990
37139,3,2000
37139,3,1990
37141,2,2000
37141,2,1990
37143,3,2000
37143,3,1990
37145,2,2000
37145,2,1990
37147,2,2000
37147,2,1990
37151,2,2000
37151,2,1990
37153,3,2000
37165,3,2000
37153,3,1990
37165,3,1990
37155,3,2000
37155,3,1990
37169,2,2000
37169,2,1990
37159,1,2000
37159,1,1990
37149,3,2000
37149,3,1990
37163,3,2000
37163,3,1990
37167,3,2000
37167,3,1990
37171,3,2000
37171,3,1990
37175,3,2000
37175,3,1990
37177,3,2000
37177,3,1990
37179,1,2000
37179,1,1990
37181,3,2000
37181,3,1990
37183,1,2000
37101,1,2000
37085,1,2000
37037,1,2000
37063,1,2000
37037,1,1990
37063,1,1990
37085,1,1990
37101,1,1990
37183,1,1990
37185,3,2000
37185,3,1990
37187,3,2000
37187,3,1990
37191,2,2000
37191,2,1990
37009,3,2000
37189,3,2000
37009,3,1990
37189,3,1990
37197,2,2000
37197,2,1990
38027,3,2000
38069,3,2000
38027,3,1990
38069,3,1990
38011,3,2000
38011,3,1990
38015,2,2000
38029,2,2000
38015,2,1990
38029,2,1990
38017,2,2000
38017,2,1990
38021,3,2000
38051,3,2000
38045,3,2000
38021,3,1990
38045,3,1990
38051,3,1990
38047,3,2000
38047,3,1990
38007,3,2000
38033,3,2000
38007,3,1990
38033,3,1990
38035,2,2000
38063,2,2000
38035,2,1990
38063,2,1990
38039,3,2000
38039,3,1990
38001,3,2000
38037,3,2000
38001,3,1990
38037,3,1990
38043,3,2000
38043,3,1990
38053,3,2000
38053,3,1990
38055,3,2000
38055,3,1990
38065,3,2000
38065,3,1990
38059,2,2000
38059,2,1990
38067,3,2000
38067,3,1990
38071,3,2000
38005,3,2000
38019,3,2000
38005,3,1990
38019,3,1990
38071,3,1990
38073,3,2000
38073,3,1990
38077,3,2000
38077,3,1990
38079,3,2000
38009,3,2000
38009,3,1990
38079,3,1990
38081,3,2000
38081,3,1990
38083,3,2000
38083,3,1990
38085,2,2000
38085,2,1990
38087,3,2000
38087,3,1990
38057,3,2000
38089,3,2000
38025,3,2000
38041,3,2000
38025,3,1990
38041,3,1990
38057,3,1990
38089,3,1990
38093,3,2000
38031,3,2000
38003,3,2000
38003,3,1990
38031,3,1990
38093,3,1990
38095,3,2000
38095,3,1990
38091,3,2000
38097,3,2000
38091,3,1990
38097,3,1990
38099,3,2000
38099,3,1990
38101,3,2000
38013,3,2000
38075,3,2000
38061,3,2000
38049,3,2000
38013,3,1990
38049,3,1990
38061,3,1990
38075,3,1990
38101,3,1990
38103,3,2000
38103,3,1990
38105,3,2000
38023,3,2000
38023,3,1990
38105,3,1990
39001,3,2000
39001,3,1990
39003,2,2000
39137,2,2000
39003,2,1990
39137,2,1990
39005,3,2000
39005,3,1990
39007,3,2000
39007,3,1990
39009,3,2000
39009,3,1990
39011,3,2000
39011,3,1990
39013,2,2000
39013,2,1990
39015,1,2000
39015,1,1990
39017,1,2000
39135,1,2000
39017,1,1990
39135,1,1990
39019,2,2000
39019,2,1990
39023,2,2000
39097,2,2000
39021,2,2000
39021,2,1990
39023,2,1990
39097,2,1990
39025,1,2000
39025,1,1990
39027,3,2000
39027,3,1990
39029,3,2000
39029,3,1990
39031,3,2000
39031,3,1990
39033,3,2000
39033,3,1990
39035,1,2000
39153,1,2000
39035,1,1990
39153,1,1990
39037,3,2000
39037,3,1990
39039,3,2000
39039,3,1990
39041,1,2000
39041,1,1990
39045,1,2000
39045,1,1990
39047,3,2000
39047,3,1990
39049,1,2000
39049,1,1990
39051,2,2000
39051,2,1990
39053,3,2000
39053,3,1990
39057,2,2000
39057,2,1990
39059,3,2000
39059,3,1990
39061,1,2000
39061,1,1990
39063,3,2000
39063,3,1990
39065,3,2000
39065,3,1990
39071,3,2000
39071,3,1990
39077,3,2000
39077,3,1990
39079,3,2000
39079,3,1990
39081,2,2000
39081,2,1990
39085,1,2000
39055,1,2000
39055,1,1990
39085,1,1990
39087,2,2000
39087,2,1990
39089,1,2000
39083,1,2000
39083,1,1990
39089,1,1990
39091,3,2000
39091,3,1990
39093,1,2000
39043,1,2000
39043,1,1990
39093,1,1990
39095,2,2000
39095,2,1990
39099,2,2000
39133,2,2000
39099,2,1990
39133,2,1990
39101,3,2000
39101,3,1990
39103,1,2000
39103,1,1990
39105,3,2000
39105,3,1990
39107,3,2000
39107,3,1990
39111,3,2000
39111,3,1990
39113,2,2000
39109,2,2000
39109,2,1990
39113,2,1990
39115,3,2000
39115,3,1990
39119,3,2000
39119,3,1990
39121,3,2000
39121,3,1990
39123,3,2000
39123,3,1990
39125,3,2000
39125,3,1990
39127,1,2000
39127,1,1990
39129,1,2000
39129,1,1990
39131,3,2000
39131,3,1990
39069,3,2000
39069,3,1990
39139,2,2000
39117,2,2000
39117,2,1990
39139,2,1990
39141,3,2000
39073,3,2000
39073,3,1990
39141,3,1990
39143,3,2000
39143,3,1990
39145,3,2000
39145,3,1990
39147,3,2000
39147,3,1990
39149,3,2000
39149,3,1990
39151,2,2000
39169,2,2000
39151,2,1990
39169,2,1990
39155,2,2000
39155,2,1990
39157,3,2000
39067,3,2000
39067,3,1990
39157,3,1990
39159,1,2000
39159,1,1990
39161,3,2000
39161,3,1990
39163,3,2000
39163,3,1990
39165,1,2000
39165,1,1990
39167,3,2000
39167,3,1990
39075,3,2000
39075,3,1990
39171,3,2000
39171,3,1990
39173,2,2000
39173,2,1990
39175,3,2000
39175,3,1990
40053,3,2000
40053,3,1990
40005,3,2000
40005,3,1990
40009,3,2000
40009,3,1990
40093,3,2000
40093,3,1990
40013,3,2000
40013,3,1990
40039,3,2000
40039,3,1990
40011,1,2000
40017,1,2000
40015,1,2000
40011,1,1990
40015,1,1990
40017,1,1990
40019,3,2000
40099,3,2000
40019,3,1990
40099,3,1990
40021,3,2000
40001,3,2000
40001,3,1990
40021,3,1990
40023,3,2000
40023,3,1990
40027,1,2000
40087,1,2000
40125,1,2000
40027,1,1990
40087,1,1990
40125,1,1990
40031,2,2000
40031,2,1990
40033,2,2000
40033,2,1990
40037,2,2000
40107,2,2000
40037,2,1990
40107,2,1990
40149,3,2000
40129,3,2000
40129,3,1990
40149,3,1990
40041,3,2000
40041,3,1990
40043,3,2000
40043,3,1990
40045,3,2000
40045,3,1990
40047,3,2000
40103,3,2000
40073,3,2000
40047,3,1990
40073,3,1990
40103,3,1990
40051,1,2000
40051,1,1990
40055,3,2000
40055,3,1990
40057,3,2000
40057,3,1990
40065,3,2000
40065,3,1990
40067,3,2000
40067,3,1990
40075,3,2000
40075,3,1990
40077,3,2000
40077,3,1990
40079,2,2000
40061,2,2000
40135,2,2000
40089,2,2000
40127,2,2000
40061,2,1990
40079,2,1990
40089,2,1990
40127,2,1990
40135,2,1990
40085,3,2000
40085,3,1990
40003,3,2000
40003,3,1990
40095,3,2000
40069,3,2000
40069,3,1990
40095,3,1990
40105,3,2000
40105,3,1990
40109,1,2000
40081,1,2000
40081,1,1990
40109,1,1990
40111,2,2000
40091,2,2000
40091,2,1990
40111,2,1990
40071,2,2000
40071,2,1990
40115,3,2000
40035,3,2000
40035,3,1990
40115,3,1990
40117,2,2000
40117,2,1990
40119,3,2000
40083,3,2000
40083,3,1990
40119,3,1990
40121,3,2000
40063,3,2000
40063,3,1990
40121,3,1990
40123,3,2000
40029,3,2000
40049,3,2000
40029,3,1990
40049,3,1990
40123,3,1990
40133,3,2000
40133,3,1990
40131,2,2000
40131,2,1990
40137,3,2000
40137,3,1990
40007,3,2000
40139,3,2000
40025,3,2000
40007,3,1990
40025,3,1990
40139,3,1990
40141,3,2000
40141,3,1990
40143,2,2000
40113,2,2000
40113,2,1990
40143,2,1990
40145,2,2000
40097,2,2000
40101,2,2000
40097,2,1990
40101,2,1990
40145,2,1990
40147,3,2000
40147,3,1990
40151,3,2000
40151,3,1990
40153,3,2000
40059,3,2000
40059,3,1990
40153,3,1990
41041,2,2000
41041,2,1990
41047,1,2000
41027,1,2000
41027,1,1990
41047,1,1990
41007,3,2000
41007,3,1990
41009,1,2000
41009,1,1990
41013,2,2000
41037,2,2000
41031,2,2000
41013,2,1990
41031,2,1990
41037,2,1990
41011,3,2000
41011,3,1990
41029,2,2000
41035,2,2000
41033,2,2000
41029,2,1990
41033,2,1990
41035,2,1990
41015,2,2000
41015,2,1990
41017,2,2000
41039,2,2000
41003,2,2000
41043,2,2000
41019,2,2000
41003,2,1990
41017,2,1990
41019,2,1990
41039,2,1990
41043,2,1990
41045,3,2000
41025,3,2000
41025,3,1990
41045,3,1990
41021,3,2000
41021,3,1990
41051,1,2000
41005,1,2000
41067,1,2000
41005,1,1990
41051,1,1990
41067,1,1990
41055,3,2000
41055,3,1990
41057,3,2000
41057,3,1990
41059,3,2000
41049,3,2000
41061,3,2000
41023,3,2000
41023,3,1990
41049,3,1990
41059,3,1990
41061,3,1990
41063,3,2000
41001,3,2000
41001,3,1990
41063,3,1990
41065,3,2000
41069,3,2000
41065,3,1990
41069,3,1990
41071,1,2000
41053,1,2000
41053,1,1990
41071,1,1990
42003,1,2000
42019,1,2000
42007,1,2000
42129,1,2000
42003,1,1990
42007,1,1990
42019,1,1990
42129,1,1990
42005,1,2000
42005,1,1990
42073,1,2000
42073,1,1990
42107,2,2000
42107,2,1990
42013,2,2000
42061,2,2000
42009,2,2000
42009,2,1990
42013,2,1990
42061,2,1990
42115,3,2000
42131,3,2000
42113,3,2000
42113,3,1990
42115,3,1990
42131,3,1990
42077,1,2000
42077,1,1990
42027,2,2000
42033,2,2000
42027,2,1990
42033,2,1990
42065,3,2000
42065,3,1990
42121,3,2000
42121,3,1990
42099,2,2000
42055,2,2000
42055,2,1990
42099,2,1990
42043,2,2000
42043,2,1990
42045,1,2000
42045,1,1990
42047,3,2000
42023,3,2000
42023,3,1990
42047,3,1990
42049,2,2000
42039,2,2000
42039,2,1990
42049,2,1990
42057,2,2000
42057,2,1990
42059,3,2000
42059,3,1990
42067,3,2000
42067,3,1990
42063,3,2000
42063,3,1990
42127,2,2000
42127,2,1990
42071,2,2000
42075,2,2000
42133,2,2000
42071,2,1990
42075,2,1990
42133,2,1990
42025,2,2000
42095,2,2000
42025,2,1990
42095,2,1990
42079,2,2000
42069,2,2000
42037,2,2000
42037,2,1990
42069,2,1990
42079,2,1990
42081,2,2000
42015,2,2000
42117,2,2000
42035,2,2000
42015,2,1990
42035,2,1990
42081,2,1990
42117,2,1990
42083,3,2000
42083,3,1990
42085,2,2000
42085,2,1990
42087,3,2000
42109,3,2000
42087,3,1990
42109,3,1990
42103,2,2000
42103,2,1990
42017,1,2000
42029,1,2000
42011,1,2000
42011,1,1990
42017,1,1990
42029,1,1990
42089,2,2000
42089,2,1990
42097,3,2000
42093,3,2000
42093,3,1990
42097,3,1990
42101,1,2000
42091,1,2000
42091,1,1990
42101,1,1990
42105,3,2000
42105,3,1990
42119,3,2000
42119,3,1990
42031,3,2000
42053,3,2000
42031,3,1990
42053,3,1990
42123,3,2000
42123,3,1990
42125,1,2000
42125,1,1990
42051,1,2000
42021,1,2000
42111,1,2000
42021,1,1990
42051,1,1990
42111,1,1990
42001,2,2000
42041,2,2000
42001,2,1990
42041,2,1990
44001,1,2000
44001,1,1990
44003,1,2000
44009,1,2000
44003,1,1990
44009,1,1990
44005,1,2000
44005,1,1990
44007,1,2000
44007,1,1990
45005,3,2000
45005,3,1990
45007,2,2000
45073,2,2000
45007,2,1990
45073,2,1990
45009,3,2000
45009,3,1990
45011,3,2000
45011,3,1990
45013,2,2000
45053,2,2000
45013,2,1990
45053,2,1990
45019,2,2000
45029,2,2000
45035,2,2000
45015,2,2000
45043,2,2000
45015,2,1990
45019,2,1990
45029,2,1990
45035,2,1990
45043,2,1990
45021,3,2000
45021,3,1990
45023,1,2000
45023,1,1990
45025,3,2000
45025,3,1990
45027,3,2000
45027,3,1990
45031,2,2000
45031,2,1990
45033,3,2000
45033,3,1990
45037,2,2000
45037,2,1990
45039,2,2000
45039,2,1990
45041,2,2000
45041,2,1990
45045,2,2000
45045,2,1990
45047,3,2000
45001,3,2000
45001,3,1990
45047,3,1990
45049,3,2000
45049,3,1990
45051,2,2000
45051,2,1990
45055,2,2000
45055,2,1990
45059,2,2000
45059,2,1990
45017,2,2000
45071,2,2000
45081,2,2000
45003,2,2000
45003,2,1990
45017,2,1990
45071,2,1990
45081,2,1990
45065,3,2000
45065,3,1990
45067,3,2000
45067,3,1990
45069,3,2000
45069,3,1990
45075,3,2000
45075,3,1990
45077,2,2000
45077,2,1990
45079,2,2000
45063,2,2000
45063,2,1990
45079,2,1990
45083,2,2000
45083,2,1990
45085,2,2000
45061,2,2000
45061,2,1990
45085,2,1990
45087,2,2000
45087,2,1990
45089,3,2000
45089,3,1990
45091,1,2000
45057,1,2000
45057,1,1990
45091,1,1990
46003,3,2000
46003,3,1990
46005,3,2000
46005,3,1990
46007,3,2000
46007,3,1990
46009,3,2000
46009,3,1990
46011,3,2000
46039,3,2000
46011,3,1990
46039,3,1990
46013,3,2000
46013,3,1990
46015,3,2000
46015,3,1990
46017,3,2000
46017,3,1990
46021,3,2000
46021,3,1990
46023,3,2000
46023,3,1990
46025,3,2000
46025,3,1990
46027,3,2000
46027,3,1990
46029,3,2000
46029,3,1990
46105,3,2000
46031,3,2000
46031,3,1990
46105,3,1990
46033,2,2000
46033,2,1990
46035,3,2000
46035,3,1990
46037,3,2000
46037,3,1990
46041,3,2000
46041,3,1990
46043,3,2000
46043,3,1990
46049,3,2000
46089,3,2000
46049,3,1990
46089,3,1990
46047,3,2000
46047,3,1990
46051,3,2000
46051,3,1990
46053,3,2000
46053,3,1990
46057,3,2000
46057,3,1990
46059,3,2000
46059,3,1990
46061,3,2000
46061,3,1990
46063,3,2000
46063,3,1990
46117,3,2000
46065,3,2000
46069,3,2000
46065,3,1990
46069,3,1990
46117,3,1990
46067,3,2000
46067,3,1990
46071,3,2000
46071,3,1990
46073,3,2000
46073,3,1990
46077,3,2000
46077,3,1990
46079,3,2000
46079,3,1990
46081,3,2000
46081,3,1990
46083,2,2000
46125,2,2000
46083,2,1990
46125,2,1990
46085,3,2000
46085,3,1990
46087,2,2000
46087,2,1990
46091,3,2000
46091,3,1990
46093,2,2000
46019,2,2000
46019,2,1990
46093,2,1990
46075,3,2000
46075,3,1990
46097,3,2000
46097,3,1990
46099,2,2000
46099,2,1990
46101,3,2000
46101,3,1990
46102,3,1990
46102,3,2000
46103,2,2000
46103,2,1990
46137,3,2000
46137,3,1990
46107,3,2000
46107,3,1990
46109,3,2000
46109,3,1990
46111,3,2000
46111,3,1990
46113,3,2000
46113,3,1990
46115,3,2000
46115,3,1990
46055,3,2000
46055,3,1990
46119,3,2000
46119,3,1990
46121,3,2000
46121,3,1990
46123,3,2000
46095,3,2000
46095,3,1990
46123,3,1990
46127,2,2000
46127,2,1990
46129,3,2000
46045,3,2000
46045,3,1990
46129,3,1990
46135,3,2000
46135,3,1990
47001,2,2000
47129,2,2000
47001,2,1990
47129,2,1990
47117,3,2000
47117,3,1990
47005,3,2000
47005,3,1990
47007,3,2000
47007,3,1990
47009,2,2000
47009,2,1990
47013,2,2000
47013,2,1990
47015,1,2000
47015,1,1990
47017,3,2000
47017,3,1990
47019,2,2000
47019,2,1990
47025,3,2000
47025,3,1990
47027,3,2000
47027,3,1990
47031,3,2000
47177,3,2000
47003,3,2000
47061,3,2000
47003,3,1990
47031,3,1990
47061,3,1990
47177,3,1990
47033,2,2000
47033,2,1990
47035,3,2000
47049,3,2000
47185,3,2000
47035,3,1990
47049,3,1990
47185,3,1990
47037,1,2000
47147,1,2000
47165,1,2000
47189,1,2000
47021,1,2000
47021,1,1990
47037,1,1990
47147,1,1990
47165,1,1990
47189,1,1990
47039,3,2000
47039,3,1990
47043,1,2000
47043,1,1990
47045,3,2000
47045,3,1990
47047,1,2000
47047,1,1990
47137,3,2000
47137,3,1990
47051,3,2000
47051,3,1990
47053,3,2000
47053,3,1990
47055,3,2000
47055,3,1990
47057,2,2000
47057,2,1990
47059,3,2000
47029,3,2000
47029,3,1990
47059,3,1990
47063,2,2000
47063,2,1990
47065,2,2000
47121,2,2000
47143,2,2000
47011,2,2000
47011,2,1990
47065,2,1990
47121,2,1990
47143,2,1990
47069,3,2000
47069,3,1990
47071,3,2000
47023,3,2000
47023,3,1990
47071,3,1990
47073,2,2000
47067,2,2000
47067,2,1990
47073,2,1990
47075,3,2000
47075,3,1990
47077,3,2000
47077,3,1990
47079,3,2000
47079,3,1990
47085,1,2000
47085,1,1990
47083,3,2000
47083,3,1990
47089,2,2000
47089,2,1990
47091,3,2000
47091,3,1990
47093,2,2000
47093,2,1990
47095,3,2000
47095,3,1990
47097,3,2000
47097,3,1990
47099,3,2000
47099,3,1990
47101,3,2000
47101,3,1990
47103,3,2000
47127,3,2000
47103,3,1990
47127,3,1990
47123,2,2000
47123,2,1990
47107,3,2000
47107,3,1990
47109,3,2000
47109,3,1990
47111,1,2000
47111,1,1990
47113,2,2000
47113,2,1990
47115,2,2000
47115,2,1990
47119,1,2000
47081,1,2000
47081,1,1990
47119,1,1990
47125,2,2000
47125,2,1990
47131,3,2000
47131,3,1990
47135,3,2000
47135,3,1990
47139,2,2000
47139,2,1990
47133,3,2000
47141,3,2000
47087,3,2000
47041,3,2000
47041,3,1990
47087,3,1990
47133,3,1990
47141,3,1990
47145,2,2000
47105,2,2000
47105,2,1990
47145,2,1990
47149,1,2000
47149,1,1990
47151,3,2000
47151,3,1990
47153,2,2000
47153,2,1990
47155,3,2000
47155,3,1990
47157,1,2000
47157,1,1990
47161,3,2000
47161,3,1990
47163,2,2000
47163,2,1990
47167,1,2000
47167,1,1990
47169,1,2000
47169,1,1990
47171,2,2000
47171,2,1990
47173,2,2000
47173,2,1990
47175,3,2000
47175,3,1990
47179,2,2000
47179,2,1990
47181,3,2000
47181,3,1990
47183,3,2000
47183,3,1990
47187,1,2000
47187,1,1990
47159,1,2000
47159,1,1990
48001,3,2000
48001,3,1990
48003,3,2000
48003,3,1990
48005,3,2000
48005,3,1990
48007,2,2000
48391,2,2000
48007,2,1990
48391,2,1990
48009,2,2000
48009,2,1990
48017,3,2000
48017,3,1990
48019,1,2000
48019,1,1990
48021,1,2000
48021,1,1990
48023,3,2000
48023,3,1990
48025,3,2000
48297,3,2000
48025,3,1990
48297,3,1990
48027,2,2000
48027,2,1990
48029,1,2000
48187,1,2000
48029,1,1990
48187,1,1990
48031,3,2000
48031,3,1990
48035,3,2000
48035,3,1990
48037,2,2000
48037,2,1990
48041,2,2000
48041,2,1990
48049,3,2000
48133,3,2000
48083,3,2000
48049,3,1990
48083,3,1990
48133,3,1990
48051,2,2000
48051,2,1990
48299,3,2000
48299,3,1990
48055,1,2000
48055,1,1990
48057,3,2000
48057,3,1990
48061,2,2000
48061,2,1990
48063,3,2000
48063,3,1990
48065,2,2000
48065,2,1990
48067,3,2000
48343,3,2000
48067,3,1990
48343,3,1990
48071,1,2000
48071,1,1990
48075,3,2000
48075,3,1990
48077,2,2000
48077,2,1990
48079,3,2000
48079,3,1990
48307,3,2000
48307,3,1990
48085,1,2000
48181,1,2000
48085,1,1990
48181,1,1990
48087,3,2000
48087,3,1990
48091,1,2000
48091,1,1990
48095,3,2000
48095,3,1990
48099,2,2000
48099,2,1990
48101,3,2000
48345,3,2000
48101,3,1990
48345,3,1990
48103,3,2000
48103,3,1990
48107,2,2000
48107,2,1990
48109,3,2000
48109,3,1990
48111,3,2000
48111,3,1990
48113,1,2000
48121,1,2000
48439,1,2000
48139,1,2000
48257,1,2000
48113,1,1990
48121,1,1990
48139,1,1990
48257,1,1990
48439,1,1990
48115,3,2000
48115,3,1990
48117,3,2000
48069,3,2000
48069,3,1990
48117,3,1990
48119,3,2000
48119,3,1990
48097,1,2000
48097,1,1990
48123,3,2000
48123,3,1990
48125,3,2000
48125,3,1990
48127,3,2000
48127,3,1990
48129,3,2000
48129,3,1990
48059,3,2000
48093,3,2000
48059,3,1990
48093,3,1990
48135,2,2000
48135,2,1990
48137,3,2000
48137,3,1990
48141,2,2000
48141,2,1990
48143,3,2000
48143,3,1990
48149,3,2000
48149,3,1990
48151,3,2000
48263,3,2000
48151,3,1990
48263,3,1990
48153,3,2000
48153,3,1990
48155,3,2000
48155,3,1990
48157,1,2000
48015,1,2000
48039,1,2000
48015,1,1990
48039,1,1990
48157,1,1990
48159,3,2000
48159,3,1990
48161,3,2000
48289,3,2000
48161,3,1990
48289,3,1990
48163,3,2000
48163,3,1990
48165,3,2000
48165,3,1990
48167,1,2000
48167,1,1990
48305,3,2000
48169,3,2000
48169,3,1990
48305,3,1990
48171,3,2000
48171,3,1990
48175,2,2000
48175,2,1990
48177,3,2000
48177,3,1990
48179,3,2000
