"FIPS.code","rural_urban_class","fromYear"
19147,3,2000
19147,3,1990
19149,2,2000
19149,2,1990
19153,2,2000
19153,2,1990
19155,2,2000
19129,2,2000
19129,2,1990
19155,2,1990
19159,3,2000
19159,3,1990
19161,3,2000
19161,3,1990
19163,2,2000
19163,2,1990
19009,3,2000
19009,3,1990
19167,3,2000
19167,3,1990
19169,2,2000
19169,2,1990
19171,3,2000
19171,3,1990
19175,3,2000
19175,3,1990
19179,3,2000
19179,3,1990
19181,2,2000
19039,2,2000
19039,2,1990
19181,2,1990
19183,2,2000
19183,2,1990
19185,3,2000
19185,3,1990
19187,3,2000
19187,3,1990
19191,3,2000
19191,3,1990
19193,2,2000
19193,2,1990
19195,3,2000
19195,3,1990
19197,3,2000
19197,3,1990
20001,3,2000
20001,3,1990
20005,3,2000
20013,3,2000
20005,3,1990
20013,3,1990
20007,3,2000
20007,3,1990
20009,3,2000
20009,3,1990
20017,3,2000
20017,3,1990
20019,3,2000
20019,3,1990
20021,3,2000
20021,3,1990
20023,3,2000
20023,3,1990
20025,3,2000
20025,3,1990
20029,3,2000
20029,3,1990
20207,3,2000
20031,3,2000
20031,3,1990
20207,3,1990
20035,3,2000
20035,3,1990
20011,3,2000
20037,3,2000
20011,3,1990
20037,3,1990
20039,3,2000
20039,3,1990
20143,3,2000
20115,3,2000
20115,3,1990
20143,3,1990
20043,2,2000
20043,2,1990
20045,2,2000
20045,2,1990
20047,3,2000
20047,3,1990
20165,3,2000
20051,3,2000
20195,3,2000
20051,3,1990
20165,3,1990
20195,3,1990
20053,3,2000
20105,3,2000
20053,3,1990
20105,3,1990
20055,3,2000
20055,3,1990
20057,3,2000
20097,3,2000
20057,3,1990
20097,3,1990
20059,3,2000
20059,3,1990
20061,3,2000
20041,3,2000
20041,3,1990
20061,3,1990
20065,3,2000
20065,3,1990
20067,3,2000
20081,3,2000
20067,3,1990
20081,3,1990
20069,3,2000
20069,3,1990
20071,3,2000
20071,3,1990
20073,3,2000
20049,3,2000
20049,3,1990
20073,3,1990
20075,3,2000
20075,3,1990
20077,3,2000
20077,3,1990
20079,2,2000
20079,2,1990
20083,3,2000
20083,3,1990
20091,1,2000
20091,1,1990
20093,3,2000
20093,3,1990
20095,2,2000
20095,2,1990
20033,3,2000
20033,3,1990
20099,3,2000
20099,3,1990
20101,3,2000
20101,3,1990
20107,1,2000
20003,1,2000
20003,1,1990
20107,1,1990
20109,3,2000
20109,3,1990
20111,3,2000
20111,3,1990
20159,3,2000
20159,3,1990
20119,3,2000
20119,3,1990
20121,1,2000
20121,1,1990
20123,3,2000
20123,3,1990
20125,3,2000
20125,3,1990
20129,3,2000
20129,3,1990
20131,3,2000
20131,3,1990
20133,3,2000
20133,3,1990
20135,3,2000
20135,3,1990
20137,3,2000
20137,3,1990
20139,2,2000
20139,2,1990
20141,3,2000
20141,3,1990
20145,3,2000
20145,3,1990
20147,3,2000
20147,3,1990
20149,2,2000
20085,2,2000
20085,2,1990
20149,2,1990
20151,3,2000
20151,3,1990
20153,3,2000
20153,3,1990
20155,3,2000
20155,3,1990
20157,3,2000
20157,3,1990
20161,2,2000
20117,2,2000
20201,2,2000
20027,2,2000
20027,2,1990
20117,2,1990
20161,2,1990
20201,2,1990
20163,3,2000
20163,3,1990
20167,3,2000
20167,3,1990
20169,3,2000
20113,3,2000
20113,3,1990
20169,3,1990
20171,3,2000
20171,3,1990
20173,2,2000
20191,2,2000
20015,2,2000
20015,2,1990
20173,2,1990
20191,2,1990
20175,3,2000
20175,3,1990
20177,2,2000
20087,2,2000
20197,2,2000
20087,2,1990
20177,2,1990
20197,2,1990
20179,3,2000
20179,3,1990
20181,3,2000
20181,3,1990
20183,3,2000
20089,3,2000
20089,3,1990
20183,3,1990
20185,3,2000
20185,3,1990
20187,3,2000
20187,3,1990
20189,3,2000
20189,3,1990
20193,3,2000
20063,3,2000
20063,3,1990
20193,3,1990
20127,2,2000
20127,2,1990
20199,3,2000
20199,3,1990
20203,3,2000
20203,3,1990
20205,3,2000
20205,3,1990
20209,1,2000
20103,1,2000
20103,1,1990
20209,1,1990
21045,3,2000
21045,3,1990
21213,2,2000
21213,2,1990
21007,3,2000
21039,3,2000
21007,3,1990
21039,3,1990
21009,3,2000
21003,3,2000
21003,3,1990
21009,3,1990
21011,3,2000
21011,3,1990
21013,3,2000
21013,3,1990
21077,1,2000
21077,1,1990
21017,2,2000
21017,2,1990
21019,2,2000
21089,2,2000
21043,2,2000
21019,2,1990
21043,2,1990
21089,2,1990
21021,3,2000
21137,3,2000
21021,3,1990
21137,3,1990
21023,1,2000
21023,1,1990
21025,3,2000
21025,3,1990
21027,3,2000
21027,3,1990
21029,1,2000
21179,1,2000
21029,1,1990
21179,1,1990
21031,2,2000
21031,2,1990
21033,3,2000
21033,3,1990
21035,3,2000
21035,3,1990
21037,1,2000
21037,1,1990
21135,3,2000
21135,3,1990
21047,2,2000
21047,2,1990
21049,2,2000
21173,2,2000
21049,2,1990
21173,2,1990
21051,3,2000
21051,3,1990
21053,3,2000
21053,3,1990
21055,3,2000
21055,3,1990
21059,2,2000
21059,2,1990
21061,2,2000
21061,2,1990
21065,3,2000
21065,3,1990
21067,2,2000
21239,2,2000
21209,2,2000
21067,2,1990
21209,2,1990
21239,2,1990
21071,3,2000
21071,3,1990
21073,3,2000
21187,3,2000
21005,3,2000
21005,3,1990
21073,3,1990
21187,3,1990
21075,3,2000
21105,3,2000
21075,3,1990
21105,3,1990
21079,3,2000
21079,3,1990
21081,1,2000
21081,1,1990
21083,3,2000
21083,3,1990
21085,3,2000
21085,3,1990
21087,3,2000
21087,3,1990
21091,2,2000
21091,2,1990
21093,2,2000
21093,2,1990
21095,3,2000
21095,3,1990
21099,3,2000
21099,3,1990
21101,2,2000
21101,2,1990
21103,1,2000
21103,1,1990
21107,3,2000
21107,3,1990
21109,3,2000
21109,3,1990
21111,1,2000
21111,1,1990
21113,2,2000
21113,2,1990
21115,3,2000
21115,3,1990
21117,1,2000
21015,1,2000
21015,1,1990
21117,1,1990
21119,3,2000
21119,3,1990
21125,3,2000
21125,3,1990
21127,3,2000
21127,3,1990
21129,3,2000
21129,3,1990
21131,3,2000
21131,3,1990
21139,3,2000
21139,3,1990
21141,3,2000
21219,3,2000
21141,3,1990
21219,3,1990
21143,3,2000
21143,3,1990
21145,3,2000
21145,3,1990
21147,3,2000
21147,3,1990
21149,2,2000
21149,2,1990
21151,3,2000
21151,3,1990
21153,3,2000
21153,3,1990
21155,3,2000
21155,3,1990
21157,3,2000
21157,3,1990
21159,3,2000
21159,3,1990
21161,3,2000
21069,3,2000
21069,3,1990
21161,3,1990
21163,2,2000
21163,2,1990
21165,3,2000
21165,3,1990
21167,3,2000
21167,3,1990
21169,3,2000
21169,3,1990
21171,3,2000
21171,3,1990
21177,3,2000
21177,3,1990
21215,3,2000
21215,3,1990
21181,3,2000
21181,3,1990
21183,3,2000
21183,3,1990
21185,1,2000
21185,1,1990
21041,3,2000
21041,3,1990
21189,3,2000
21189,3,1990
21191,1,2000
21191,1,1990
21193,3,2000
21193,3,1990
21195,3,2000
21133,3,2000
21133,3,1990
21195,3,1990
21197,3,2000
21197,3,1990
21199,3,2000
21199,3,1990
21201,3,2000
21201,3,1990
21203,3,2000
21203,3,1990
21205,3,2000
21063,3,2000
21175,3,2000
21063,3,1990
21175,3,1990
21205,3,1990
21001,3,2000
21207,3,2000
21057,3,2000
21001,3,1990
21057,3,1990
21207,3,1990
21097,2,2000
21097,2,1990
21211,1,2000
21211,1,1990
21217,3,2000
21123,3,2000
21123,3,1990
21217,3,1990
21221,2,2000
21221,2,1990
21223,1,2000
21223,1,1990
21225,3,2000
21225,3,1990
21227,2,2000
21227,2,1990
21229,3,2000
21229,3,1990
21231,3,2000
21231,3,1990
21233,3,2000
21233,3,1990
21121,3,2000
21235,3,2000
21121,3,1990
21235,3,1990
21237,3,2000
21237,3,1990
22001,2,2000
22001,2,1990
22005,2,2000
22093,2,2000
22005,2,1990
22093,2,1990
22007,3,2000
22007,3,1990
22009,3,2000
22009,3,1990
22003,3,2000
22003,3,1990
22119,2,2000
22119,2,1990
22017,2,2000
22015,2,2000
22015,2,1990
22017,2,1990
22019,2,2000
22053,2,2000
22011,2,2000
22011,2,1990
22019,2,1990
22053,2,1990
22021,3,2000
22021,3,1990
22023,2,2000
22023,2,1990
22029,3,2000
22029,3,1990
22031,2,2000
22031,2,1990
22033,2,2000
22063,2,2000
22033,2,1990
22063,2,1990
22035,3,2000
22035,3,1990
22037,2,2000
22037,2,1990
22039,3,2000
22039,3,1990
22041,3,2000
22041,3,1990
22043,2,2000
22043,2,1990
22045,2,2000
22045,2,1990
22047,2,2000
22047,2,1990
22051,1,2000
22051,1,1990
22071,1,1990
22055,2,2000
22055,2,1990
22057,2,2000
22057,2,1990
22059,3,2000
22025,3,2000
22025,3,1990
22059,3,1990
22061,3,2000
22111,3,2000
22027,3,2000
22013,3,2000
22049,3,2000
22013,3,1990
22027,3,1990
22049,3,1990
22061,3,1990
22111,3,1990
22091,2,2000
22091,2,1990
22065,3,2000
22065,3,1990
22067,3,2000
22067,3,1990
22069,3,2000
22069,3,1990
22071,1,2000
22087,1,2000
22087,1,1990
22073,2,2000
22073,2,1990
22075,1,2000
22075,1,1990
22077,2,2000
22077,2,1990
22079,2,2000
22079,2,1990
22081,3,2000
22081,3,1990
22083,3,2000
22083,3,1990
22085,3,2000
22085,3,1990
22095,1,2000
22089,1,2000
22089,1,1990
22095,1,1990
22097,3,2000
22097,3,1990
22099,2,2000
22099,2,1990
22101,3,2000
22101,3,1990
22103,1,2000
22117,1,2000
22105,1,2000
22103,1,1990
22105,1,1990
22117,1,1990
22107,3,2000
22107,3,1990
22109,2,2000
22109,2,1990
22113,2,2000
22113,2,1990
22115,3,2000
22115,3,1990
22121,2,2000
22121,2,1990
22123,3,2000
22123,3,1990
22125,2,2000
22125,2,1990
22127,3,2000
22127,3,1990
23003,3,2000
23003,3,1990
23005,2,2000
23017,2,2000
23005,2,1990
23017,2,1990
23009,3,2000
23009,3,1990
23011,3,2000
23001,3,2000
23023,3,2000
23007,3,2000
23001,3,1990
23007,3,1990
23011,3,1990
23023,3,1990
23013,3,2000
23013,3,1990
23015,3,2000
23015,3,1990
23019,2,2000
23019,2,1990
23025,3,2000
23021,3,2000
23021,3,1990
23025,3,1990
23027,3,2000
23027,3,1990
23029,3,2000
23029,3,1990
23031,2,2000
23031,2,1990
24001,2,2000
24001,2,1990
24003,1,2000
24009,1,2000
24003,1,1990
24009,1,1990
24005,1,2000
24025,1,2000
24510,1,2000
24005,1,1990
24025,1,1990
24510,1,1990
24011,3,2000
24011,3,1990
24013,1,2000
24013,1,1990
24015,1,2000
24015,1,1990
24017,1,2000
24017,1,1990
24019,3,2000
24019,3,1990
24023,3,2000
24023,3,1990
24027,1,2000
24027,1,1990
24029,3,2000
24029,3,1990
24031,1,2000
24021,1,2000
24033,1,2000
24021,1,1990
24031,1,1990
24033,1,1990
24035,1,2000
24035,1,1990
24037,2,2000
24037,2,1990
24039,2,2000
24039,2,1990
24041,3,2000
24041,3,1990
24043,2,2000
24043,2,1990
24045,2,2000
24045,2,1990
24047,2,2000
24047,2,1990
25001,2,2000
25001,2,1990
25007,3,2000
25007,3,1990
25013,2,2000
25015,2,2000
25003,2,2000
25003,2,1990
25013,2,1990
25015,2,1990
25017,1,2000
25009,1,2000
25027,1,2000
25025,1,2000
25021,1,2000
25009,1,1990
25017,1,1990
25021,1,1990
25025,1,1990
25027,1,1990
25019,3,2000
25019,3,1990
25005,1,2000
25023,1,2000
25005,1,1990
25023,1,1990
25011,2,2000
25011,2,1990
26003,3,2000
26003,3,1990
26007,3,2000
26007,3,1990
26015,1,2000
26015,1,1990
26017,2,2000
26017,2,1990
26019,3,2000
26019,3,1990
26021,2,2000
26021,2,1990
26025,2,2000
26023,2,2000
26023,2,1990
26025,2,1990
26027,2,2000
26027,2,1990
26029,3,2000
26009,3,2000
26009,3,1990
26029,3,1990
26031,3,2000
26137,3,2000
26031,3,1990
26137,3,1990
26033,3,2000
26033,3,1990
26035,3,2000
26133,3,2000
26035,3,1990
26133,3,1990
26037,2,2000
26037,2,1990
26041,3,2000
26153,3,2000
26041,3,1990
26153,3,1990
26109,3,2000
26109,3,1990
26045,2,2000
26045,2,1990
26047,3,2000
26047,3,1990
26049,2,2000
26049,2,1990
26051,3,2000
26051,3,1990
26071,3,2000
26053,3,2000
26053,3,1990
26071,3,1990
26055,3,2000
26055,3,1990
26057,3,2000
26057,3,1990
26061,3,2000
26131,3,2000
26061,3,1990
26131,3,1990
26063,3,2000
26063,3,1990
26065,2,2000
26065,2,1990
26067,3,2000
26067,3,1990
26069,3,2000
26001,3,2000
26011,3,2000
26001,3,1990
26011,3,1990
26069,3,1990
26013,3,2000
26013,3,1990
26073,3,2000
26073,3,1990
26075,2,2000
26059,2,2000
26059,2,1990
26075,2,1990
26077,2,2000
26005,2,2000
26005,2,1990
26077,2,1990
26079,3,2000
26039,3,2000
26113,3,2000
26039,3,1990
26079,3,1990
26113,3,1990
26081,1,2000
26081,1,1990
26083,3,2000
26083,3,1990
26085,3,2000
26085,3,1990
26087,1,2000
26087,1,1990
26089,3,2000
26089,3,1990
26091,3,2000
26091,3,1990
26093,1,2000
26093,1,1990
26095,3,2000
26095,3,1990
26097,3,2000
26097,3,1990
26101,3,2000
26101,3,1990
26103,3,2000
26043,3,2000
26043,3,1990
26103,3,1990
26105,3,2000
26105,3,1990
26111,2,2000
26111,2,1990
26117,1,2000
26117,1,1990
26119,3,2000
26119,3,1990
26121,2,2000
26123,2,2000
26121,2,1990
26123,2,1990
26107,3,2000
26107,3,1990
26125,1,2000
26125,1,1990
26127,3,2000
26127,3,1990
26129,3,2000
26135,3,2000
26129,3,1990
26135,3,1990
26139,1,2000
26139,1,1990
26141,3,2000
26141,3,1990
26143,3,2000
26143,3,1990
26145,2,2000
26145,2,1990
26147,1,2000
26147,1,1990
26149,3,2000
26149,3,1990
26151,3,2000
26151,3,1990
26155,3,2000
26155,3,1990
26157,3,2000
26157,3,1990
26159,2,2000
26159,2,1990
26161,2,2000
26115,2,2000
26115,2,1990
26161,2,1990
26163,1,2000
26099,1,2000
26099,1,1990
26163,1,1990
26165,3,2000
26165,3,1990
27003,1,2000
27003,1,1990
27005,3,2000
27087,3,2000
27005,3,1990
27087,3,1990
27007,3,2000
27135,3,2000
27007,3,1990
27135,3,1990
27009,2,2000
27009,2,1990
27011,3,2000
27011,3,1990
27013,2,2000
27013,2,1990
27015,3,2000
27015,3,1990
27017,2,2000
27017,2,1990
27019,1,2000
27019,1,1990
27023,3,2000
27151,3,2000
27023,3,1990
27151,3,1990
27025,1,2000
27025,1,1990
27027,2,2000
27027,2,1990
27031,3,2000
27031,3,1990
27033,3,2000
27033,3,1990
27035,3,2000
27021,3,2000
27001,3,2000
27001,3,1990
27021,3,1990
27035,3,1990
27037,1,2000
27049,1,2000
27037,1,1990
27049,1,1990
27039,2,2000
27039,2,1990
27041,3,2000
27041,3,1990
27043,3,2000
27043,3,1990
27045,2,2000
27045,2,1990
27047,3,2000
27047,3,1990
27051,3,2000
27051,3,1990
27053,1,2000
27053,1,1990
27055,2,2000
27055,2,1990
27057,3,2000
27029,3,2000
27029,3,1990
27057,3,1990
27059,1,2000
27059,1,1990
27061,3,2000
27061,3,1990
27063,3,2000
27063,3,1990
27065,3,2000
27065,3,1990
27067,3,2000
27121,3,2000
27093,3,2000
27067,3,1990
27093,3,1990
27121,3,1990
27071,3,2000
27071,3,1990
27073,3,2000
27073,3,1990
27075,3,2000
27075,3,1990
27077,3,2000
27077,3,1990
27079,1,2000
27143,1,2000
27079,1,1990
27143,1,1990
27081,3,2000
27081,3,1990
27083,3,2000
27173,3,2000
27127,3,2000
27083,3,1990
27127,3,1990
27173,3,1990
27085,3,2000
27085,3,1990
27089,3,2000
27069,3,2000
27069,3,1990
27089,3,1990
27091,3,2000
27091,3,1990
27097,3,2000
27095,3,2000
27153,3,2000
27095,3,1990
27097,3,1990
27153,3,1990
27099,3,2000
27099,3,1990
27103,2,2000
27103,2,1990
27105,3,2000
27101,3,2000
27101,3,1990
27105,3,1990
27109,2,2000
27157,2,2000
27109,2,1990
27157,2,1990
27111,3,2000
27111,3,1990
27113,3,2000
27113,3,1990
27115,3,2000
27115,3,1990
27117,3,2000
27117,3,1990
27119,2,2000
27107,2,2000
27107,2,1990
27119,2,1990
27149,3,2000
27149,3,1990
27123,1,2000
27163,1,2000
27123,1,1990
27163,1,1990
27125,3,2000
27125,3,1990
27129,3,2000
27129,3,1990
27131,3,2000
27131,3,1990
27133,3,2000
27133,3,1990
27137,2,2000
27137,2,1990
27139,1,2000
27139,1,1990
27141,1,2000
27141,1,1990
27145,2,2000
27145,2,1990
27147,3,2000
27147,3,1990
27159,3,2000
27159,3,1990
27155,3,2000
27155,3,1990
27161,3,2000
27161,3,1990
27165,3,2000
27165,3,1990
27167,3,2000
27167,3,1990
27169,3,2000
27169,3,1990
27171,1,2000
27171,1,1990
28001,3,2000
28157,3,2000
28001,3,1990
28157,3,1990
28003,3,2000
28141,3,2000
28003,3,1990
28141,3,1990
28005,3,2000
28005,3,1990
28007,3,2000
28007,3,1990
28009,1,2000
28009,1,1990
28011,3,2000
28011,3,1990
28013,3,2000
28013,3,1990
28015,3,2000
28015,3,1990
28017,3,2000
28017,3,1990
28019,3,2000
28019,3,1990
28025,3,2000
28025,3,1990
28027,3,2000
28027,3,1990
28031,3,2000
28031,3,1990
28033,1,2000
28033,1,1990
28035,2,2000
28111,2,2000
28035,2,1990
28111,2,1990
28041,3,2000
28041,3,1990
28043,3,2000
28043,3,1990
28045,2,2000
28045,2,1990
28047,2,2000
28131,2,2000
28047,2,1990
28131,2,1990
28049,2,2000
28029,2,2000
28021,2,2000
28021,2,1990
28029,2,1990
28049,2,1990
28051,3,2000
28051,3,1990
28055,3,2000
28055,3,1990
28057,3,2000
28057,3,1990
28059,2,2000
28039,2,2000
28039,2,1990
28059,2,1990
28063,3,2000
28063,3,1990
28065,3,2000
28065,3,1990
28067,3,2000
28061,3,2000
28061,3,1990
28067,3,1990
28071,3,2000
28093,3,2000
28071,3,1990
28093,3,1990
28091,2,2000
28073,2,2000
28073,2,1990
28091,2,1990
28075,3,2000
28023,3,2000
28023,3,1990
28075,3,1990
28081,3,2000
28081,3,1990
28083,3,2000
28083,3,1990
28085,3,2000
28037,3,2000
28037,3,1990
28085,3,1990
28087,3,2000
28105,3,2000
28087,3,1990
28105,3,1990
28089,2,2000
28089,2,1990
28077,3,2000
28147,3,2000
28077,3,1990
28147,3,1990
28095,3,2000
28095,3,1990
28097,3,2000
28097,3,1990
28099,3,2000
28079,3,2000
28079,3,1990
28099,3,1990
28101,3,2000
28101,3,1990
28103,3,2000
28069,3,2000
28069,3,1990
28103,3,1990
28107,3,2000
28107,3,1990
28109,3,2000
28109,3,1990
28113,3,2000
28113,3,1990
28115,3,2000
28115,3,1990
28117,3,2000
28117,3,1990
28121,2,2000
28121,2,1990
28123,3,2000
28123,3,1990
28127,2,2000
28127,2,1990
28129,3,2000
28129,3,1990
28135,3,2000
28135,3,1990
28137,1,2000
28137,1,1990
28139,3,2000
28139,3,1990
28143,1,2000
28119,1,2000
28119,1,1990
28143,1,1990
28145,3,2000
28145,3,1990
28149,3,2000
28149,3,1990
28151,3,2000
28133,3,2000
28133,3,1990
28151,3,1990
28153,3,2000
28153,3,1990
28155,3,2000
28155,3,1990
28159,3,2000
28159,3,1990
28161,3,2000
28161,3,1990
28163,2,2000
28125,2,2000
28053,2,2000
28053,2,1990
28125,2,1990
28163,2,1990
29001,3,2000
29001,3,1990
29003,2,2000
29003,2,1990
29005,3,2000
29087,3,2000
29005,3,1990
29087,3,1990
29007,3,2000
29137,3,2000
29007,3,1990
29137,3,1990
29011,3,2000
29011,3,1990
29013,1,2000
29013,1,1990
29015,3,2000
29015,3,1990
29017,2,2000
29017,2,1990
29019,2,2000
29019,2,1990
29023,3,2000
29023,3,1990
29025,1,2000
29025,1,1990
29027,2,2000
29027,2,1990
29029,3,2000
29029,3,1990
29031,2,2000
29201,2,2000
29031,2,1990
29201,2,1990
29035,3,2000
29035,3,1990
29037,1,2000
29037,1,1990
29039,3,2000
29185,3,2000
29039,3,1990
29185,3,1990
29199,3,2000
29045,3,2000
29045,3,1990
29199,3,1990
29047,1,2000
29165,1,2000
29177,1,2000
29047,1,1990
29165,1,1990
29177,1,1990
29049,1,2000
29049,1,1990
29051,2,2000
29151,2,2000
29131,2,2000
29051,2,1990
29131,2,1990
29151,2,1990
29053,3,2000
29053,3,1990
29057,3,2000
29057,3,1990
29059,2,2000
29059,2,1990
29061,2,2000
29063,2,2000
29061,2,1990
29063,2,1990
29203,3,2000
29065,3,2000
29065,3,1990
29203,3,1990
29067,3,2000
29067,3,1990
29069,3,2000
29069,3,1990
29071,1,2000
29073,1,2000
29071,1,1990
29073,1,1990
29075,3,2000
29075,3,1990
29077,2,2000
29043,2,2000
29167,2,2000
29043,2,1990
29077,2,1990
29167,2,1990
29079,3,2000
29079,3,1990
29081,3,2000
29081,3,1990
29083,3,2000
29083,3,1990
29085,3,2000
29085,3,1990
29091,3,2000
29091,3,1990
29095,1,2000
29095,1,1990
29097,2,2000
29097,2,1990
29221,1,2000
29221,1,1990
29101,3,2000
29159,3,2000
29101,3,1990
29159,3,1990
29105,3,2000
29225,3,2000
29229,3,2000
29105,3,1990
29225,3,1990
29229,3,1990
29107,1,2000
29107,1,1990
29109,3,2000
29109,3,1990
29111,3,2000
29111,3,1990
29115,3,2000
29211,3,2000
29115,3,1990
29211,3,1990
29117,3,2000
29117,3,1990
29119,2,2000
29119,2,1990
29205,3,2000
29121,3,2000
29103,3,2000
29103,3,1990
29121,3,1990
29205,3,1990
29127,3,2000
29127,3,1990
29129,3,2000
29129,3,1990
29135,3,2000
29141,3,2000
29135,3,1990
29141,3,1990
29143,3,2000
29133,3,2000
29133,3,1990
29143,3,1990
29145,2,2000
29145,2,1990
29147,3,2000
29147,3,1990
29149,3,2000
29149,3,1990
29153,3,2000
29153,3,1990
29155,3,2000
29155,3,1990
29157,3,2000
29157,3,1990
29195,3,2000
29195,3,1990
29055,3,2000
29161,3,2000
29055,3,1990
29161,3,1990
29163,3,2000
29139,3,2000
29139,3,1990
29163,3,1990
29021,1,2000
29021,1,1990
29169,3,2000
29125,3,2000
29125,3,1990
29169,3,1990
29171,3,2000
29171,3,1990
29173,3,2000
29173,3,1990
29175,3,2000
29089,3,2000
29089,3,1990
29175,3,1990
29179,3,2000
29179,3,1990
29181,3,2000
29181,3,1990
29183,1,2000
29113,1,2000
29113,1,1990
29183,1,1990
29187,3,2000
29186,3,2000
29123,3,2000
29123,3,1990
29186,3,1990
29187,3,1990
29189,1,2000
29510,1,2000
29099,1,2000
29099,1,1990
29189,1,1990
29510,1,1990
29041,3,2000
29033,3,2000
29033,3,1990
29041,3,1990
29197,3,2000
29197,3,1990
29207,3,2000
29223,3,2000
29207,3,1990
29223,3,1990
29209,3,2000
29009,3,2000
29009,3,1990
29209,3,1990
29213,3,2000
29213,3,1990
29215,3,2000
29215,3,1990
29217,3,2000
29217,3,1990
29219,1,2000
29219,1,1990
29093,3,2000
29093,3,1990
29227,3,2000
29227,3,1990
30003,3,2000
30087,3,2000
30003,3,1990
30087,3,1990
30005,3,2000
30005,3,1990
30009,2,2000
30095,2,2000
30009,2,1990
30095,2,1990
30011,3,2000
30011,3,1990
30013,2,2000
30013,2,1990
30015,3,2000
30015,3,1990
30075,3,2000
30017,3,2000
30017,3,1990
30075,3,1990
30019,3,2000
30019,3,1990
30021,3,2000
30021,3,1990
30023,3,2000
30023,3,1990
30025,3,2000
30109,3,2000
30025,3,1990
30109,3,1990
30069,3,2000
30027,3,2000
30027,3,1990
30069,3,1990
30029,3,2000
30053,3,2000
30029,3,1990
30053,3,1990
30031,3,2000
30007,3,2000
30007,3,1990
30031,3,1990
30113,3,1990
30035,3,2000
30035,3,1990
30037,2,2000
30037,2,1990
30041,3,2000
30041,3,1990
30043,3,2000
30057,3,2000
30043,3,1990
30057,3,1990
30059,3,2000
30107,3,2000
30045,3,2000
30045,3,1990
30059,3,1990
30107,3,1990
30049,3,2000
30049,3,1990
30079,3,2000
30055,3,2000
30055,3,1990
30079,3,1990
30061,3,2000
30061,3,1990
30063,2,2000
30039,2,2000
30047,2,2000
30039,2,1990
30047,2,1990
30063,2,1990
30067,3,2000
30067,3,1990
30073,3,2000
30101,3,2000
30073,3,1990
30101,3,1990
30077,3,2000
30077,3,1990
30081,3,2000
30081,3,1990
30083,3,2000
30083,3,1990
30091,3,2000
30085,3,2000
30085,3,1990
30091,3,1990
30033,3,2000
30065,3,2000
30033,3,1990
30065,3,1990
30089,3,2000
30089,3,1990
30093,3,2000
30001,3,2000
30001,3,1990
30093,3,1990
30097,3,2000
30097,3,1990
30099,3,2000
30099,3,1990
30051,3,2000
30051,3,1990
30071,3,2000
30105,3,2000
30071,3,1990
30105,3,1990
30111,2,2000
30103,2,2000
30103,2,1990
30111,2,1990
31001,3,2000
31099,3,2000
31001,3,1990
31099,3,1990
31003,3,2000
31003,3,1990
31005,3,2000
31005,3,1990
31007,3,2000
31007,3,1990
31009,3,2000
31009,3,1990
31011,3,2000
31011,3,1990
31013,3,2000
31123,3,2000
31013,3,1990
31123,3,1990
31015,3,2000
31015,3,1990
31017,3,2000
31017,3,1990
31019,3,2000
31163,3,2000
31019,3,1990
31163,3,1990
31021,3,2000
31021,3,1990
31037,3,2000
31023,3,2000
31023,3,1990
31037,3,1990
31025,2,2000
31025,2,1990
31027,3,2000
31027,3,1990
31029,3,2000
31029,3,1990
31031,3,2000
31031,3,1990
31033,3,2000
31033,3,1990
31035,3,2000
31129,3,2000
31035,3,1990
31129,3,1990
31039,3,2000
31039,3,1990
31043,2,2000
31043,2,1990
31045,3,2000
31045,3,1990
31047,3,2000
31041,3,2000
31041,3,1990
31047,3,1990
31049,3,2000
31049,3,1990
31051,2,2000
31051,2,1990
31053,3,2000
31155,3,2000
31053,3,1990
31155,3,1990
31055,2,2000
31055,2,1990
31057,3,2000
31057,3,1990
31059,3,2000
31059,3,1990
31061,3,2000
31061,3,1990
31065,3,2000
31065,3,1990
31067,3,2000
31067,3,1990
31071,3,2000
31071,3,1990
31073,3,2000
31073,3,1990
31075,3,2000
31075,3,1990
31077,3,2000
31077,3,1990
31079,2,2000
31079,2,1990
31081,2,2000
31081,2,1990
31085,3,2000
31085,3,1990
31087,3,2000
31087,3,1990
31089,3,2000
31089,3,1990
31091,3,2000
31091,3,1990
31093,2,2000
31093,2,1990
31095,3,2000
31095,3,1990
31097,3,2000
31097,3,1990
31101,3,2000
31069,3,2000
31069,3,1990
31101,3,1990
31103,3,2000
31103,3,1990
31105,3,2000
31105,3,1990
31107,3,2000
31107,3,1990
31109,2,2000
31159,2,2000
31109,2,1990
31159,2,1990
31111,3,2000
31063,3,2000
31063,3,1990
31111,3,1990
31113,3,2000
31113,3,1990
31115,3,2000
31115,3,1990
31117,3,2000
31117,3,1990
31119,3,2000
31119,3,1990
31121,2,2000
31121,2,1990
31125,3,2000
31125,3,1990
31127,3,2000
31127,3,1990
31131,3,2000
31131,3,1990
31133,3,2000
31133,3,1990
31135,3,2000
31135,3,1990
31137,3,2000
31083,3,2000
31083,3,1990
31137,3,1990
31139,3,2000
31139,3,1990
31141,3,2000
31141,3,1990
31143,3,2000
31143,3,1990
31145,3,2000
31145,3,1990
31147,3,2000
31147,3,1990
31149,3,2000
31149,3,1990
31151,3,2000
31151,3,1990
31153,2,2000
31153,2,1990
31157,3,2000
31157,3,1990
31185,2,2000
31185,2,1990
31161,3,2000
31161,3,1990
31165,3,2000
31165,3,1990
