"fromYear","county","svi_bin","svi_bin1","svi_bin2","svi_bin3","svi_bin4"
2000,"01001","2","2","3","2","1"
2000,"01003","2","1","2","2","2"
2000,"01005","3","3","3","3","3"
2000,"01007","3","3","2","2","3"
2000,"01009","2","2","1","2","1"
2000,"01011","3","3","3","3","3"
2000,"01013","3","3","3","2","3"
2000,"01015","3","3","2","2","2"
2000,"01017","3","3","3","2","2"
2000,"01019","2","2","2","1","2"
2000,"01021","2","3","2","2","1"
2000,"01023","3","3","3","2","2"
2000,"01025","3","3","3","2","3"
2000,"01027","3","3","3","2","2"
2000,"01029","2","3","1","2","1"
2000,"01031","2","2","3","2","2"
2000,"01033","2","2","2","2","1"
2000,"01035","3","3","3","2","2"
2000,"01037","3","3","3","2","3"
2000,"01039","3","3","3","1","2"
2000,"01041","3","3","3","2","3"
2000,"01043","2","2","1","2","2"
2000,"01045","3","3","3","3","3"
2000,"01047","3","3","3","2","3"
2000,"01049","2","3","2","3","2"
2000,"01051","2","2","2","2","2"
2000,"01053","3","3","3","2","3"
2000,"01055","3","2","3","2","2"
2000,"01057","3","3","2","1","3"
2000,"01059","3","3","3","3","2"
2000,"01061","3","3","3","2","1"
2000,"01063","3","3","3","2","3"
2000,"01065","3","3","3","2","3"
2000,"01067","3","3","3","3","2"
2000,"01069","2","2","3","2","2"
2000,"01071","2","3","2","1","2"
2000,"01073","3","2","3","3","3"
2000,"01075","2","3","3","1","1"
2000,"01077","2","2","2","2","1"
2000,"01079","2","3","2","2","1"
2000,"01081","2","2","1","2","3"
2000,"01083","2","2","2","2","3"
2000,"01085","3","3","3","2","3"
2000,"01087","3","3","3","3","3"
2000,"01089","2","1","1","3","2"
2000,"01091","3","3","3","3","3"
2000,"01093","3","3","2","1","3"
2000,"01095","2","3","2","2","2"
2000,"01097","3","3","3","3","3"
2000,"01099","3","3","3","2","3"
2000,"01101","3","2","3","3","3"
2000,"01103","2","2","2","3","2"
2000,"01105","3","3","3","2","3"
2000,"01107","3","3","3","2","3"
2000,"01109","3","3","3","3","3"
2000,"01111","3","3","3","2","2"
2000,"01113","3","3","3","3","3"
2000,"01115","2","2","1","1","2"
2000,"01117","1","1","1","2","1"
2000,"01119","3","3","3","2","3"
2000,"01121","3","3","3","2","3"
2000,"01123","3","3","3","2","2"
2000,"01125","3","2","1","3","3"
2000,"01127","2","3","2","1","2"
2000,"01129","3","3","3","2","2"
2000,"01131","3","3","3","3","3"
2000,"01133","2","3","2","1","2"
2000,"02013","3","3","1","3","3"
2000,"02016","3","2","1","3","3"
2000,"02020","2","1","2","3","3"
2000,"02050","3","3","3","3","3"
2000,"02060","2","1","3","2","2"
2000,"02068","1","1","1","1","3"
2000,"02070","3","3","3","3","2"
2000,"02090","2","1","1","3","3"
2000,"02100","1","1","1","1","2"
2000,"02110","2","1","1","3","3"
2000,"02122","2","1","2","2","3"
2000,"02130","2","1","2","3","3"
2000,"02150","2","1","2","3","3"
2000,"02164","3","3","3","3","1"
2000,"02170","2","2","2","2","1"
2000,"02180","3","3","3","3","3"
2000,"02185","3","2","2","3","3"
2000,"02188","3","3","2","3","3"
2000,"02201","2","2","2","2","3"
2000,"02220","2","1","1","3","3"
2000,"02232","2","2","1","2","2"
2000,"02240","3","3","2","3","3"
2000,"02261","2","1","1","3","3"
2000,"02270","3","3","3","3","1"
2000,"02280","2","1","2","2","3"
2000,"02282","3","2","1","3","3"
2000,"02290","3","3","2","3","2"
2000,"04001","3","3","3","3","3"
2000,"04003","3","2","3","3","3"
2000,"04005","3","2","2","3","3"
2000,"04007","3","3","3","3","3"
2000,"04009","3","3","3","3","3"
2000,"04011","2","2","3","3","2"
2000,"04012","3","3","3","3","2"
2000,"04013","2","1","2","3","3"
2000,"04015","3","2","3","3","3"
2000,"04017","3","3","3","3","3"
2000,"04019","3","2","2","3","3"
2000,"04021","3","3","3","3","3"
2000,"04023","3","3","3","3","2"
2000,"04025","2","1","2","3","3"
2000,"04027","3","3","3","3","3"
2000,"05001","3","3","3","2","2"
2000,"05003","3","3","3","3","2"
2000,"05005","1","2","2","1","2"
2000,"05007","2","1","2","3","2"
2000,"05009","2","2","2","1","2"
2000,"05011","3","3","3","3","3"
2000,"05013","3","3","3","2","2"
2000,"05015","2","3","2","3","2"
2000,"05017","3","3","3","3","3"
2000,"05019","3","3","2","3","3"
2000,"05021","2","3","2","1","1"
2000,"05023","1","2","2","1","2"
2000,"05025","2","3","2","2","1"
2000,"05027","3","3","3","2","3"
2000,"05029","3","3","3","2","2"
2000,"05031","2","2","2","2","2"
2000,"05033","3","3","3","2","2"
2000,"05035","3","3","3","3","3"
2000,"05037","3","3","3","2","3"
2000,"05039","3","3","3","3","3"
2000,"05041","3","3","3","3","3"
2000,"05043","3","3","3","3","3"
2000,"05045","2","2","1","2","3"
2000,"05047","3","3","3","2","2"
2000,"05049","2","3","2","1","1"
2000,"05051","2","2","3","2","3"
2000,"05053","1","2","1","1","1"
2000,"05055","2","2","3","1","2"
2000,"05057","3","3","3","3","3"
2000,"05059","2","2","3","2","2"
2000,"05061","3","3","3","3","3"
2000,"05063","2","2","2","2","2"
2000,"05065","2","2","2","1","3"
2000,"05067","3","3","3","2","3"
2000,"05069","3","3","3","3","3"
2000,"05071","3","3","3","3","3"
2000,"05073","3","3","3","3","3"
2000,"05075","2","3","3","1","2"
2000,"05077","3","3","3","2","3"
2000,"05079","3","3","2","2","3"
2000,"05081","3","3","3","2","2"
2000,"05083","3","3","3","1","2"
2000,"05085","2","2","3","2","1"
2000,"05087","2","3","3","2","2"
2000,"05089","2","2","2","1","1"
2000,"05091","3","3","3","2","3"
2000,"05093","3","3","3","3","3"
2000,"05095","3","3","3","2","3"
2000,"05097","2","3","2","2","2"
2000,"05099","3","3","3","3","3"
2000,"05101","2","3","2","1","2"
2000,"05103","3","3","3","2","2"
2000,"05105","2","2","3","1","2"
2000,"05107","3","3","3","3","3"
2000,"05109","3","3","3","2","2"
2000,"05111","3","3","3","2","2"
2000,"05113","3","3","3","2","2"
2000,"05115","2","3","2","2","2"
2000,"05117","2","2","3","1","2"
2000,"05119","2","1","2","3","3"
2000,"05121","2","3","3","2","1"
2000,"05123","3","3","3","2","3"
2000,"05125","1","1","2","1","2"
2000,"05127","3","3","3","2","2"
2000,"05129","2","3","3","1","2"
2000,"05131","3","2","3","3","3"
2000,"05133","3","3","3","3","2"
2000,"05135","2","3","2","1","1"
2000,"05137","2","3","2","1","2"
2000,"05139","3","3","3","2","3"
2000,"05141","2","3","2","1","2"
2000,"05143","3","2","1","3","3"
2000,"05145","3","3","1","1","3"
2000,"05147","3","3","3","2","3"
2000,"05149","3","3","3","3","3"
2000,"06001","2","1","1","3","3"
2000,"06003","2","2","1","3","2"
2000,"06005","2","1","2","2","3"
2000,"06007","3","3","3","3","3"
2000,"06009","1","1","2","2","1"
2000,"06011","3","3","3","3","3"
2000,"06013","2","1","1","3","2"
2000,"06015","3","3","3","3","3"
2000,"06017","1","1","1","3","1"
2000,"06019","3","3","3","3","3"
2000,"06021","3","3","3","3","3"
2000,"06023","3","2","2","3","3"
2000,"06025","3","3","3","3","3"
2000,"06027","3","2","3","3","3"
2000,"06029","3","3","3","3","3"
2000,"06031","3","3","3","3","3"
2000,"06033","3","3","3","3","3"
2000,"06035","3","3","1","3","3"
2000,"06037","3","3","3","3","3"
2000,"06039","3","3","3","3","3"
2000,"06041","1","1","1","3","2"
2000,"06043","2","2","2","2","3"
2000,"06045","3","2","3","3","3"
2000,"06047","3","3","3","3","3"
2000,"06049","3","3","3","3","3"
2000,"06051","2","1","1","3","3"
2000,"06053","3","2","2","3","3"
2000,"06055","2","1","1","3","3"
2000,"06057","1","1","2","2","1"
2000,"06059","2","1","1","3","2"
2000,"06061","1","1","1","3","1"
2000,"06063","2","2","2","2","1"
2000,"06065","3","2","3","3","3"
2000,"06067","3","2","3","3","3"
2000,"06069","2","2","2","3","1"
2000,"06071","3","3","3","3","3"
2000,"06073","3","2","1","3","3"
2000,"06075","2","1","1","3","3"
2000,"06077","3","3","3","3","3"
2000,"06079","2","1","1","3","3"
2000,"06081","1","1","1","3","2"
2000,"06083","3","2","1","3","3"
2000,"06085","1","1","1","3","2"
2000,"06087","2","2","1","3","3"
2000,"06089","3","2","3","2","3"
2000,"06091","2","2","2","2","2"
2000,"06093","3","2","3","3","3"
2000,"06095","3","1","2","3","3"
2000,"06097","2","1","1","3","3"
2000,"06099","3","3","3","3","3"
2000,"06101","3","3","3","3","3"
2000,"06103","3","3","3","3","3"
2000,"06105","3","3","3","1","2"
2000,"06107","3","3","3","3","3"
2000,"06109","2","1","2","2","2"
2000,"06111","2","1","2","3","2"
2000,"06113","3","2","1","3","3"
2000,"06115","3","3","3","3","3"
2000,"08001","2","1","2","3","2"
2000,"08003","3","3","2","3","3"
2000,"08005","1","1","1","3","2"
2000,"08007","1","1","2","2","1"
2000,"08009","2","2","2","2","1"
2000,"08011","3","3","3","3","3"
2000,"08013","1","1","1","3","2"
2000,"08015","1","1","1","2","3"
2000,"08017","1","1","2","2","1"
2000,"08019","1","1","1","1","1"
2000,"08021","3","3","3","3","2"
2000,"08023","3","3","3","3","2"
2000,"08025","3","2","1","3","3"
2000,"08027","1","1","1","1","1"
2000,"08029","2","2","2","3","2"
2000,"08031","3","2","1","3","3"
2000,"08033","1","2","2","2","1"
2000,"08035","1","1","1","2","1"
2000,"08037","1","1","1","3","2"
2000,"08039","1","1","1","1","1"
2000,"08041","2","1","1","3","2"
2000,"08043","2","1","1","3","3"
2000,"08045","2","1","1","3","3"
2000,"08047","1","1","1","2","1"
2000,"08049","1","1","1","2","2"
2000,"08051","1","1","1","2","2"
2000,"08053","1","1","1","2","1"
2000,"08055","3","3","2","3","3"
2000,"08057","1","1","1","2","1"
2000,"08059","1","1","1","3","1"
2000,"08061","1","1","2","1","1"
2000,"08063","2","2","1","3","3"
2000,"08065","3","2","1","3","3"
2000,"08067","1","1","1","3","3"
2000,"08069","1","1","1","2","2"
2000,"08071","3","2","3","3","3"
2000,"08073","2","2","1","2","2"
2000,"08075","2","2","1","3","3"
2000,"08077","2","1","2","2","2"
2000,"08079","1","1","1","1","1"
2000,"08081","2","2","2","3","3"
2000,"08083","3","2","3","3","2"
2000,"08085","2","2","2","3","3"
2000,"08087","3","2","2","3","3"
2000,"08089","3","3","3","3","3"
2000,"08091","1","1","1","1","1"
2000,"08093","1","1","1","1","1"
2000,"08095","2","1","2","3","2"
2000,"08097","1","1","1","2","2"
2000,"08099","3","3","2","3","3"
2000,"08101","3","2","3","3","3"
2000,"08103","2","2","1","2","2"
2000,"08105","3","3","3","3","3"
2000,"08107","1","1","1","2","1"
2000,"08109","3","3","3","3","3"
2000,"08111","1","1","1","2","1"
2000,"08113","1","1","1","3","2"
2000,"08115","1","1","1","2","1"
2000,"08117","1","1","1","3","2"
2000,"08119","1","1","1","1","1"
2000,"08121","1","1","2","2","1"
2000,"08123","2","2","1","3","3"
2000,"08125","2","2","2","3","1"
2000,"09001","2","1","1","3","3"
2000,"09003","2","1","2","3","3"
2000,"09005","1","1","1","2","1"
2000,"09007","1","1","1","2","1"
2000,"09009","2","1","2","3","3"
2000,"09011","1","1","1","3","2"
2000,"09013","1","1","1","2","1"
2000,"09015","2","2","2","3","2"
2000,"10001","3","2","3","3","3"
2000,"10003","2","1","1","3","3"
2000,"10005","2","1","3","3","3"
2000,"11001","3","2","2","3","3"
2000,"12001","2","2","1","3","3"
2000,"12003","3","2","3","2","3"
2000,"12005","2","2","2","2","3"
2000,"12007","3","2","2","2","3"
2000,"12009","2","1","2","2","2"
2000,"12011","2","1","2","3","3"
2000,"12013","3","3","2","2","3"
2000,"12015","1","1","2","2","2"
2000,"12017","2","2","2","2","1"
2000,"12019","1","1","2","2","1"
2000,"12021","2","1","1","3","2"
2000,"12023","3","3","3","2","3"
2000,"12027","3","3","3","3","3"
2000,"12029","3","3","3","2","3"
2000,"12031","3","1","3","3","3"
2000,"12033","3","2","2","3","3"
2000,"12035","1","1","1","2","1"
2000,"12037","3","2","3","1","3"
2000,"12039","3","3","3","3","3"
2000,"12041","3","2","3","2","2"
2000,"12043","3","3","3","3","3"
2000,"12045","3","3","3","2","3"
2000,"12047","3","3","3","3","3"
2000,"12049","3","3","3","3","3"
2000,"12051","3","3","3","3","3"
2000,"12053","2","1","2","2","1"
2000,"12055","3","2","2","3","3"
2000,"12057","3","2","2","3","3"
2000,"12059","3","3","2","2","3"
2000,"12061","2","1","2","3","3"
2000,"12063","3","3","3","2","3"
2000,"12065","3","2","2","3","3"
2000,"12067","3","3","1","3","3"
2000,"12069","2","1","2","3","2"
2000,"12071","2","1","2","3","2"
2000,"12073","2","2","1","3","3"
2000,"12075","3","3","3","3","2"
2000,"12077","3","2","2","3","3"
2000,"12079","3","3","3","3","3"
2000,"12081","2","1","2","3","3"
2000,"12083","3","2","3","3","3"
2000,"12085","2","1","1","3","2"
2000,"12086","3","3","3","3","3"
2000,"12087","2","1","1","3","3"
2000,"12089","1","1","1","2","2"
2000,"12091","1","1","1","3","2"
2000,"12093","3","3","3","3","3"
2000,"12095","2","2","2","3","3"
2000,"12097","3","2","3","3","3"
2000,"12099","2","1","2","3","3"
2000,"12101","2","1","2","2","2"
2000,"12103","2","1","2","3","3"
2000,"12105","3","2","3","3","3"
2000,"12107","3","3","3","3","3"
2000,"12109","1","1","1","2","2"
2000,"12111","3","2","3","3","2"
2000,"12113","1","1","2","2","2"
2000,"12115","1","1","1","2","2"
2000,"12117","1","1","1","3","1"
2000,"12119","2","2","2","3","3"
2000,"12121","3","3","3","3","3"
2000,"12123","3","3","3","2","3"
2000,"12125","3","2","1","3","3"
2000,"12127","2","2","2","3","3"
2000,"12129","2","2","2","2","2"
2000,"12131","3","2","2","2","3"
2000,"12133","3","3","3","3","3"
2000,"13001","3","3","3","3","2"
2000,"13003","3","3","3","3","2"
2000,"13005","3","3","3","2","3"
2000,"13007","3","3","3","3","2"
2000,"13009","3","3","1","3","3"
2000,"13011","2","2","1","2","2"
2000,"13013","2","2","2","3","1"
2000,"13015","2","1","1","3","2"
2000,"13017","3","3","3","3","3"
2000,"13019","3","3","3","2","2"
2000,"13021","3","3","3","3","3"
2000,"13023","3","3","3","3","3"
2000,"13025","2","3","3","1","1"
2000,"13027","3","3","3","3","3"
2000,"13029","2","1","2","2","2"
2000,"13031","3","3","1","3","3"
2000,"13033","3","3","3","3","3"
2000,"13035","2","2","2","2","3"
2000,"13037","3","3","3","2","3"
2000,"13039","2","2","2","2","3"
2000,"13043","3","3","3","3","3"
2000,"13045","3","2","2","3","3"
2000,"13047","1","1","2","2","1"
2000,"13049","3","3","3","2","3"
2000,"13051","3","2","3","3","3"
2000,"13053","2","1","1","3","2"
2000,"13055","3","3","2","2","3"
2000,"13057","1","1","1","3","1"
2000,"13059","3","3","1","3","3"
2000,"13061","3","3","3","2","3"
2000,"13063","3","2","3","3","2"
2000,"13065","3","3","3","2","3"
2000,"13067","1","1","1","3","1"
2000,"13069","3","3","3","3","3"
2000,"13071","3","3","3","3","3"
2000,"13073","1","1","1","2","1"
2000,"13075","3","3","3","3","3"
2000,"13077","1","1","1","3","1"
2000,"13079","2","3","2","2","1"
2000,"13081","3","3","3","3","3"
2000,"13083","2","2","1","1","2"
2000,"13085","1","1","1","1","1"
2000,"13087","3","3","3","3","3"
2000,"13089","2","1","1","3","3"
2000,"13091","3","3","3","2","3"
2000,"13093","3","3","3","3","3"
2000,"13095","3","3","3","3","3"
2000,"13097","1","1","2","3","1"
2000,"13099","3","3","3","3","3"
2000,"13101","3","3","3","3","1"
2000,"13103","1","1","2","2","1"
2000,"13105","3","3","3","3","3"
2000,"13107","3","3","3","3","3"
2000,"13109","3","3","3","3","3"
2000,"13111","1","2","2","1","1"
2000,"13113","1","1","1","3","1"
2000,"13115","3","3","3","3","3"
2000,"13117","1","1","1","2","1"
2000,"13119","2","2","2","2","2"
2000,"13121","3","2","1","3","3"
2000,"13123","2","2","1","3","1"
2000,"13125","3","3","3","1","2"
2000,"13127","3","2","3","3","3"
2000,"13129","2","2","2","3","2"
2000,"13131","3","3","3","3","3"
2000,"13133","3","2","3","3","3"
2000,"13135","1","1","1","3","1"
2000,"13137","2","2","1","3","3"
2000,"13139","2","2","2","3","3"
2000,"13141","3","3","3","2","3"
2000,"13143","2","3","3","2","2"
2000,"13145","1","1","1","3","1"
2000,"13147","2","2","2","2","2"
2000,"13149","3","3","3","2","3"
2000,"13151","1","1","1","2","1"
2000,"13153","2","1","2","3","2"
2000,"13155","3","3","3","2","3"
2000,"13157","2","2","2","3","2"
2000,"13159","2","2","3","2","2"
2000,"13161","3","3","3","3","3"
2000,"13163","3","3","3","3","3"
2000,"13165","3","3","3","3","3"
2000,"13167","3","3","3","2","3"
2000,"13169","2","1","2","2","1"
2000,"13171","3","2","2","2","3"
2000,"13173","3","3","3","2","3"
2000,"13175","3","3","3","2","3"
2000,"13177","1","1","2","2","2"
2000,"13179","3","2","2","3","3"
2000,"13181","2","3","2","2","2"
2000,"13183","3","3","2","3","2"
2000,"13185","3","2","2","3","3"
2000,"13187","2","2","1","2","2"
2000,"13189","3","3","3","2","3"
2000,"13191","3","3","3","3","3"
2000,"13193","3","3","3","3","3"
2000,"13195","2","2","2","2","1"
2000,"13197","3","3","3","3","3"
2000,"13199","3","3","3","2","3"
2000,"13201","3","3","3","2","2"
2000,"13205","3","3","3","3","3"
2000,"13207","2","1","2","2","3"
2000,"13209","3","3","2","2","3"
2000,"13211","2","2","2","2","1"
2000,"13213","3","2","3","2","2"
2000,"13215","3","2","3","3","3"
2000,"13217","2","2","3","3","1"
2000,"13219","1","1","1","2","1"
2000,"13221","2","2","3","2","2"
2000,"13223","1","1","1","2","1"
2000,"13225","3","3","3","3","3"
2000,"13227","1","1","1","2","1"
2000,"13229","3","3","3","3","2"
2000,"13231","2","1","1","2","1"
2000,"13233","3","3","3","3","3"
2000,"13235","3","2","2","3","3"
2000,"13237","2","2","2","3","2"
2000,"13239","3","3","3","2","2"
2000,"13241","2","2","2","2","2"
2000,"13243","3","3","3","3","3"
2000,"13245","3","3","3","3","3"
2000,"13247","1","1","2","3","1"
2000,"13249","3","3","3","3","2"
2000,"13251","3","3","3","3","3"
2000,"13253","3","3","3","3","3"
2000,"13255","3","3","3","3","3"
2000,"13257","3","2","2","2","3"
2000,"13259","3","3","3","3","3"
2000,"13261","3","3","3","3","3"
2000,"13263","3","3","3","2","3"
2000,"13265","3","3","3","2","3"
2000,"13267","3","3","2","3","3"
2000,"13269","3","3","3","2","3"
2000,"13271","3","3","3","2","3"
2000,"13273","3","3","3","3","3"
2000,"13275","3","3","3","3","3"
2000,"13277","3","3","3","3","3"
2000,"13279","3","3","3","3","3"
2000,"13281","2","1","1","2","2"
2000,"13283","3","3","3","3","3"
2000,"13285","3","2","3","3","3"
2000,"13287","3","3","3","3","3"
2000,"13289","3","3","3","2","3"
2000,"13291","1","1","2","1","1"
2000,"13293","3","3","3","3","2"
2000,"13295","2","2","3","2","2"
2000,"13297","1","1","2","2","1"
2000,"13299","3","3","3","3","3"
2000,"13301","3","3","3","3","3"
2000,"13303","3","3","3","2","3"
2000,"13305","3","3","2","3","3"
2000,"13307","3","3","3","3","3"
2000,"13309","3","3","2","3","3"
2000,"13311","1","1","1","2","2"
2000,"13313","3","2","2","3","3"
2000,"13315","3","3","2","2","3"
2000,"13317","3","3","3","3","2"
2000,"13319","3","3","3","3","2"
2000,"13321","3","3","3","2","3"
2000,"15001","3","2","2","3","3"
2000,"15003","2","1","1","3","3"
2000,"15005","2","3","2","2","1"
2000,"15007","2","1","3","3","2"
2000,"15009","2","1","2","3","2"
2000,"16001","1","1","1","2","2"
2000,"16003","1","3","1","1","1"
2000,"16005","2","2","1","2","3"
2000,"16007","1","2","2","1","1"
2000,"16009","2","3","2","2","2"
2000,"16011","2","2","2","3","1"
2000,"16013","1","1","1","3","2"
2000,"16015","1","2","1","2","1"
2000,"16017","2","2","2","1","2"
2000,"16019","2","1","1","2","2"
2000,"16021","2","3","3","1","2"
2000,"16023","2","3","2","2","2"
2000,"16025","1","1","1","1","1"
2000,"16027","3","3","2","3","2"
2000,"16029","1","2","2","2","1"
2000,"16031","3","3","2","3","2"
2000,"16033","3","3","3","3","2"
2000,"16035","2","3","2","2","2"
2000,"16037","2","2","1","2","1"
2000,"16039","2","1","1","3","3"
2000,"16041","1","2","1","2","1"
2000,"16043","2","2","1","3","2"
2000,"16045","2","2","3","2","1"
2000,"16047","3","2","3","3","2"
2000,"16049","2","3","2","1","2"
2000,"16051","1","2","1","3","1"
2000,"16053","2","3","2","3","1"
2000,"16055","2","2","2","1","2"
2000,"16057","2","2","1","2","3"
2000,"16059","2","3","2","1","1"
2000,"16061","2","2","3","2","1"
2000,"16063","2","2","1","3","1"
2000,"16065","2","3","1","2","3"
2000,"16067","3","3","2","3","1"
2000,"16069","2","1","2","2","2"
2000,"16071","1","2","2","1","1"
2000,"16073","3","3","2","3","1"
2000,"16075","3","3","3","3","2"
2000,"16077","3","3","2","3","2"
2000,"16079","3","3","3","1","2"
2000,"16081","1","1","1","3","1"
2000,"16083","3","2","3","3","2"
2000,"16085","1","1","1","1","1"
2000,"16087","3","3","2","3","2"
2000,"17001","1","1","2","1","2"
2000,"17003","3","3","3","2","3"
2000,"17005","2","2","1","2","2"
2000,"17007","1","1","1","3","1"
2000,"17009","1","2","1","2","2"
2000,"17011","1","1","1","2","1"
2000,"17013","1","2","1","1","1"
2000,"17015","1","2","1","1","1"
2000,"17017","2","2","2","3","1"
2000,"17019","2","2","1","3","3"
2000,"17021","1","1","2","1","2"
2000,"17023","1","1","3","1","1"
2000,"17025","2","2","2","1","1"
2000,"17027","1","1","1","2","2"
2000,"17029","2","2","1","1","3"
2000,"17031","3","2","2","3","3"
2000,"17033","1","2","1","2","1"
2000,"17035","1","2","2","1","1"
2000,"17037","2","1","1","3","3"
2000,"17039","1","1","1","1","1"
2000,"17041","1","1","2","2","2"
2000,"17043","1","1","1","3","1"
2000,"17045","1","1","3","1","1"
2000,"17047","1","1","1","1","1"
2000,"17049","1","1","2","1","1"
2000,"17051","2","2","1","1","2"
2000,"17053","1","1","2","1","1"
2000,"17055","2","3","2","1","1"
2000,"17057","2","2","1","1","2"
2000,"17059","2","3","2","1","1"
2000,"17061","2","2","3","1","1"
2000,"17063","1","1","1","2","1"
2000,"17065","2","2","2","1","2"
2000,"17067","1","1","1","1","1"
2000,"17069","2","3","3","1","2"
2000,"17071","1","2","1","1","1"
2000,"17073","1","1","1","2","1"
2000,"17075","1","1","2","2","1"
2000,"17077","3","3","1","3","3"
2000,"17079","1","1","2","1","1"
2000,"17081","3","2","2","2","3"
2000,"17083","1","1","1","1","1"
2000,"17085","1","1","1","1","1"
2000,"17087","2","2","1","2","2"
2000,"17089","2","1","1","3","2"
2000,"17091","3","2","3","3","3"
2000,"17093","1","1","1","2","1"
2000,"17095","2","2","1","2","2"
2000,"17097","1","1","1","3","2"
2000,"17099","2","1","2","2","2"
2000,"17101","2","2","2","1","2"
2000,"17103","1","1","1","2","2"
2000,"17105","2","2","2","2","2"
2000,"17107","1","2","1","2","2"
2000,"17109","2","3","1","2","2"
2000,"17111","1","1","1","3","1"
2000,"17113","1","1","1","2","2"
2000,"17115","2","2","2","2","2"
2000,"17117","1","2","2","1","1"
2000,"17119","1","1","2","2","1"
2000,"17121","2","2","3","1","2"
2000,"17123","1","1","1","1","1"
2000,"17125","1","2","2","1","1"
2000,"17127","2","2","3","1","2"
2000,"17129","1","1","1","1","1"
2000,"17131","1","1","1","1","1"
2000,"17133","1","1","1","1","1"
2000,"17135","2","2","2","1","1"
2000,"17137","2","2","1","1","3"
2000,"17139","1","1","1","1","2"
2000,"17141","1","1","1","2","1"
2000,"17143","2","2","2","2","3"
2000,"17145","2","3","1","1","3"
2000,"17147","1","1","1","1","1"
2000,"17149","2","2","2","1","1"
2000,"17151","2","3","2","1","2"
2000,"17153","3","3","3","2","3"
2000,"17155","1","1","1","2","1"
2000,"17157","1","2","1","1","2"
2000,"17159","1","2","2","1","1"
2000,"17161","2","2","2","3","3"
2000,"17163","3","2","3","3","3"
2000,"17165","2","3","3","1","2"
2000,"17167","1","1","2","2","2"
2000,"17169","1","2","1","1","1"
2000,"17171","1","2","1","1","1"
2000,"17173","1","1","1","1","1"
2000,"17175","1","2","1","1","1"
2000,"17177","2","1","2","2","1"
2000,"17179","1","1","1","1","1"
2000,"17181","3","3","3","2","3"
2000,"17183","3","2","3","2","3"
2000,"17185","2","2","1","1","2"
2000,"17187","2","2","2","2","2"
2000,"17189","1","1","1","1","1"
2000,"17191","2","3","2","1","1"
2000,"17193","1","2","1","1","1"
2000,"17195","2","1","2","2","1"
2000,"17197","1","1","1","3","1"
2000,"17199","2","2","2","1","2"
2000,"17201","2","2","2","3","2"
2000,"17203","1","1","1","1","1"
2000,"18001","2","1","2","2","2"
2000,"18003","2","1","2","3","2"
2000,"18005","1","1","1","2","1"
2000,"18007","1","1","2","1","1"
2000,"18009","1","1","2","1","1"
2000,"18011","1","1","2","1","1"
2000,"18013","1","1","1","1","1"
2000,"18015","1","1","1","2","1"
2000,"18017","2","1","2","3","2"
2000,"18019","1","1","2","2","2"
2000,"18021","1","2","2","1","1"
2000,"18023","2","2","3","2","2"
2000,"18025","2","3","3","1","2"
2000,"18027","3","2","3","2","3"
2000,"18029","1","1","2","1","1"
2000,"18031","1","1","1","1","1"
2000,"18033","1","1","2","1","1"
2000,"18035","2","2","1","2","2"
2000,"18037","1","1","1","2","1"
2000,"18039","2","1","2","3","2"
2000,"18041","2","2","3","1","1"
2000,"18043","1","1","2","1","1"
2000,"18045","1","1","3","1","1"
2000,"18047","1","1","1","1","1"
2000,"18049","1","1","2","2","1"
2000,"18051","2","1","2","1","2"
2000,"18053","2","2","2","2","2"
2000,"18055","1","2","2","1","1"
2000,"18057","1","1","1","2","1"
2000,"18059","1","1","1","1","1"
2000,"18061","1","1","1","1","1"
2000,"18063","1","1","1","1","1"
2000,"18065","1","1","2","1","1"
2000,"18067","1","1","2","2","1"
2000,"18069","1","1","2","1","1"
2000,"18071","2","1","2","2","2"
2000,"18073","1","1","1","2","1"
2000,"18075","1","2","2","2","1"
2000,"18077","2","2","2","1","2"
2000,"18079","2","2","2","1","2"
2000,"18081","1","1","1","1","1"
2000,"18083","2","3","2","1","2"
2000,"18085","1","1","1","2","2"
2000,"18087","2","2","1","2","2"
2000,"18089","3","2","3","3","2"
2000,"18091","2","1","2","2","2"
2000,"18093","1","2","2","1","2"
2000,"18095","2","1","3","2","2"
2000,"18097","2","2","2","3","3"
2000,"18099","2","1","2","2","2"
2000,"18101","1","2","2","1","1"
2000,"18103","1","1","2","1","2"
2000,"18105","1","1","1","2","3"
2000,"18107","1","1","2","2","2"
2000,"18109","1","1","2","1","1"
2000,"18111","1","1","1","2","1"
2000,"18113","2","1","1","3","2"
2000,"18115","1","1","1","1","1"
2000,"18117","2","2","2","1","2"
2000,"18119","1","2","3","1","1"
2000,"18121","2","2","2","1","2"
2000,"18123","2","2","1","1","3"
2000,"18125","1","2","1","1","1"
2000,"18127","1","1","1","2","1"
2000,"18129","1","1","1","1","1"
2000,"18131","2","1","3","1","1"
2000,"18133","1","1","1","1","2"
2000,"18135","1","2","2","1","1"
2000,"18137","1","1","3","1","1"
2000,"18139","1","1","2","1","1"
2000,"18141","2","2","2","3","3"
2000,"18143","2","2","3","1","1"
2000,"18145","1","1","2","2","1"
2000,"18147","1","1","1","1","1"
2000,"18149","2","2","3","1","1"
2000,"18151","1","1","1","2","2"
2000,"18153","2","2","1","1","2"
2000,"18155","2","3","2","1","2"
2000,"18157","2","2","1","3","3"
2000,"18159","1","1","1","1","1"
2000,"18161","1","2","2","1","1"
